reuse_factor,dense_units,n_inputs,sequence_length,latency,error_percentage_latency,predicted_latency_max,lut,dsp48e,bram,ff,predicted_lut,predicted_dsp,predicted_bram,predicted_ff,error_percentage_lut,error_percentage_dsp,error_percentage_bram,error_percentage_ff
64,64,512,1,135.0,18.997352225345185,109.353574495784,158120.0,512.0,228,72087.0,145877.992785233,934.4,415.3,52533.1696514904,5.31337118696485,-24.444444444444443,-30.01602564102565,4.243452766603645
64,64,512,1,135.0,18.997352225345185,109.353574495784,158192.0,512.0,228,72085.0,145877.992785233,934.4,415.3,52533.1696514904,5.34462118696485,-24.444444444444443,-30.01602564102565,4.243018738825867
64,64,512,1,135.0,18.997352225345185,109.353574495784,158336.0,512.0,228,72083.0,145877.992785233,934.4,415.3,52533.1696514904,5.40712118696485,-24.444444444444443,-30.01602564102565,4.24258471104809
64,64,512,1,103.0,-6.168518927945634,109.353574495784,158120.0,512.0,228,72087.0,145877.992785233,934.4,415.3,52533.1696514904,5.31337118696485,-24.444444444444443,-30.01602564102565,4.243452766603645
64,64,512,1,103.0,-6.168518927945634,109.353574495784,158192.0,512.0,228,72085.0,145877.992785233,934.4,415.3,52533.1696514904,5.34462118696485,-24.444444444444443,-30.01602564102565,4.243018738825867
64,64,512,1,103.0,-6.168518927945634,109.353574495784,158336.0,512.0,228,72083.0,145877.992785233,934.4,415.3,52533.1696514904,5.40712118696485,-24.444444444444443,-30.01602564102565,4.24258471104809
64,64,512,1,87.0,-25.693763788257478,109.353574495784,158120.0,512.0,228,72087.0,145877.992785233,934.4,415.3,52533.1696514904,5.31337118696485,-24.444444444444443,-30.01602564102565,4.243452766603645
64,64,512,1,87.0,-25.693763788257478,109.353574495784,158192.0,512.0,228,72085.0,145877.992785233,934.4,415.3,52533.1696514904,5.34462118696485,-24.444444444444443,-30.01602564102565,4.243018738825867
64,64,512,1,87.0,-25.693763788257478,109.353574495784,158336.0,512.0,228,72083.0,145877.992785233,934.4,415.3,52533.1696514904,5.40712118696485,-24.444444444444443,-30.01602564102565,4.24258471104809
64,32,512,1,135.0,20.423840135210373,107.427815817466,92880.0,256.0,114,52535.0,72443.8815194484,504.32,224.58,42757.0480357775,8.869843090517184,-14.37037037037037,-17.721153846153847,2.121951381124674
64,32,512,1,135.0,20.423840135210373,107.427815817466,92952.0,256.0,114,52533.0,72443.8815194484,504.32,224.58,42757.0480357775,8.901093090517186,-14.37037037037037,-17.721153846153847,2.1215173533468965
64,32,512,1,135.0,20.423840135210373,107.427815817466,93096.0,256.0,114,52531.0,72443.8815194484,504.32,224.58,42757.0480357775,8.963593090517186,-14.37037037037037,-17.721153846153847,2.1210833255691184
64,32,512,1,103.0,-4.298850308219415,107.427815817466,92880.0,256.0,114,52535.0,72443.8815194484,504.32,224.58,42757.0480357775,8.869843090517184,-14.37037037037037,-17.721153846153847,2.121951381124674
64,32,512,1,103.0,-4.298850308219415,107.427815817466,92952.0,256.0,114,52533.0,72443.8815194484,504.32,224.58,42757.0480357775,8.901093090517186,-14.37037037037037,-17.721153846153847,2.1215173533468965
64,32,512,1,103.0,-4.298850308219415,107.427815817466,93096.0,256.0,114,52531.0,72443.8815194484,504.32,224.58,42757.0480357775,8.963593090517186,-14.37037037037037,-17.721153846153847,2.1210833255691184
64,32,512,1,87.0,-23.480248066052877,107.427815817466,92880.0,256.0,114,52535.0,72443.8815194484,504.32,224.58,42757.0480357775,8.869843090517184,-14.37037037037037,-17.721153846153847,2.121951381124674
64,32,512,1,87.0,-23.480248066052877,107.427815817466,92952.0,256.0,114,52533.0,72443.8815194484,504.32,224.58,42757.0480357775,8.901093090517186,-14.37037037037037,-17.721153846153847,2.1215173533468965
64,32,512,1,87.0,-23.480248066052877,107.427815817466,93096.0,256.0,114,52531.0,72443.8815194484,504.32,224.58,42757.0480357775,8.963593090517186,-14.37037037037037,-17.721153846153847,2.1210833255691184
128,32,512,1,200.0,13.042478779395497,173.915042441209,61838.0,128.0,57,45945.0,45239.4211500221,64.0,29.0,39431.1592272311,7.20424429252513,3.7037037037037033,4.487179487179487,1.4135939177015835
128,32,512,1,200.0,13.042478779395497,173.915042441209,61910.0,128.0,57,45943.0,45239.4211500221,64.0,29.0,39431.1592272311,7.235494292525131,3.7037037037037033,4.487179487179487,1.4131598899238058
128,32,512,1,200.0,13.042478779395497,173.915042441209,62054.0,128.0,57,45941.0,45239.4211500221,64.0,29.0,39431.1592272311,7.297994292525131,3.7037037037037033,4.487179487179487,1.412725862146028
128,32,512,1,168.0,-3.5208585959577445,173.915042441209,61838.0,128.0,57,45945.0,45239.4211500221,64.0,29.0,39431.1592272311,7.20424429252513,3.7037037037037033,4.487179487179487,1.4135939177015835
128,32,512,1,168.0,-3.5208585959577445,173.915042441209,61910.0,128.0,57,45943.0,45239.4211500221,64.0,29.0,39431.1592272311,7.235494292525131,3.7037037037037033,4.487179487179487,1.4131598899238058
128,32,512,1,168.0,-3.5208585959577445,173.915042441209,62054.0,128.0,57,45941.0,45239.4211500221,64.0,29.0,39431.1592272311,7.297994292525131,3.7037037037037033,4.487179487179487,1.412725862146028
128,32,512,1,152.0,-14.41779107974277,173.915042441209,61838.0,128.0,57,45945.0,45239.4211500221,64.0,29.0,39431.1592272311,7.20424429252513,3.7037037037037033,4.487179487179487,1.4135939177015835
128,32,512,1,152.0,-14.41779107974277,173.915042441209,61910.0,128.0,57,45943.0,45239.4211500221,64.0,29.0,39431.1592272311,7.235494292525131,3.7037037037037033,4.487179487179487,1.4131598899238058
128,32,512,1,152.0,-14.41779107974277,173.915042441209,62054.0,128.0,57,45941.0,45239.4211500221,64.0,29.0,39431.1592272311,7.297994292525131,3.7037037037037033,4.487179487179487,1.412725862146028
128,64,512,1,200.0,13.400978844178,173.198042311644,95142.0,256.0,114,58969.0,78415.9280837167,128.0,57.0,45943.0893159061,7.259579824775737,7.4074074074074066,9.134615384615383,2.826803533874544
128,64,512,1,200.0,13.400978844178,173.198042311644,95214.0,256.0,114,58967.0,78415.9280837167,128.0,57.0,45943.0893159061,7.290829824775737,7.4074074074074066,9.134615384615383,2.826369506096766
128,64,512,1,200.0,13.400978844178,173.198042311644,95358.0,256.0,114,58965.0,78415.9280837167,128.0,57.0,45943.0893159061,7.353329824775737,7.4074074074074066,9.134615384615383,2.8259354783189883
128,64,512,1,168.0,-3.094072804550001,173.198042311644,95142.0,256.0,114,58969.0,78415.9280837167,128.0,57.0,45943.0893159061,7.259579824775737,7.4074074074074066,9.134615384615383,2.826803533874544
128,64,512,1,168.0,-3.094072804550001,173.198042311644,95214.0,256.0,114,58967.0,78415.9280837167,128.0,57.0,45943.0893159061,7.290829824775737,7.4074074074074066,9.134615384615383,2.826369506096766
128,64,512,1,168.0,-3.094072804550001,173.198042311644,95358.0,256.0,114,58965.0,78415.9280837167,128.0,57.0,45943.0893159061,7.353329824775737,7.4074074074074066,9.134615384615383,2.8259354783189883
128,64,512,1,152.0,-13.946080468186844,173.198042311644,95142.0,256.0,114,58969.0,78415.9280837167,128.0,57.0,45943.0893159061,7.259579824775737,7.4074074074074066,9.134615384615383,2.826803533874544
128,64,512,1,152.0,-13.946080468186844,173.198042311644,95214.0,256.0,114,58967.0,78415.9280837167,128.0,57.0,45943.0893159061,7.290829824775737,7.4074074074074066,9.134615384615383,2.826369506096766
128,64,512,1,152.0,-13.946080468186844,173.198042311644,95358.0,256.0,114,58965.0,78415.9280837167,128.0,57.0,45943.0893159061,7.353329824775737,7.4074074074074066,9.134615384615383,2.8259354783189883
