reuse_factor,lstm_units,n_inputs,sequence_length,latency,error_percentage_latency,predicted_latency_max,lut,dsp48e,bram,ff,predicted_lut,predicted_dsp,predicted_bram,predicted_ff,error_percentage_lut,error_percentage_dsp,error_percentage_bram,error_percentage_ff
32,32,16,32,1953.0,0.3474543563430617,1946.21421642062,116554.666666667,288.0,151,44430.0,116981.228666666,289.28,151.56,44524.3948809524,-0.1851397569440046,-0.0740740740740725,-0.0897435897435901,-0.0204850002066842
64,16,16,32,2977.0,-0.5377276580769205,2993.00815238095,60512.0,80.0,47,16080.0,60484.6887795919,80.0,47.0,16077.95775,0.0118538283021254,0.0,0.0,0.0004431966145834
64,16,16,32,2977.0,-0.5377276580769205,2993.00815238095,59698.0,80.0,47,16080.0,60484.6887795919,80.0,47.0,16077.95775,-0.3414447828089856,0.0,0.0,0.0004431966145834
64,16,16,32,2977.0,-0.5377276580769205,2993.00815238095,61163.2,80.0,47,16080.0,60484.6887795919,80.0,47.0,16077.95775,0.2944927171910131,0.0,0.0,0.0004431966145834
64,16,16,32,2977.0,-0.5377276580769205,2993.00815238095,60582.4,80.0,47,16080.0,60484.6887795919,80.0,47.0,16077.95775,0.0424093838576816,0.0,0.0,0.0004431966145834
64,16,16,32,2977.0,-0.5377276580769205,2993.00815238095,59790.4,80.0,47,16080.0,60484.6887795919,80.0,47.0,16077.95775,-0.3013406161423183,0.0,0.0,0.0004431966145834
64,32,16,32,2989.8,0.4238410596026499,2977.128,114154.6,192.0,108,35855.6,114901.225853175,192.0,108.0,35841.0706714286,-0.324056359884979,0.0,0.0,0.0031530660962238
64,32,16,32,2989.8,0.4238410596026499,2977.128,114402.857142857,192.0,108,35834.0,114901.225853175,192.0,108.0,35841.0706714286,-0.2163058638532978,0.0,0.0,-0.0015344339037757
64,32,16,32,2989.8,0.4238410596026499,2977.128,116433.5,192.0,108,35853.5,114901.225853175,192.0,108.0,35841.0706714286,0.6650495428927962,0.0,0.0,0.0026973369295575
64,32,16,32,2989.8,0.4238410596026499,2977.128,114054.0,192.0,108,35835.5,114901.225853175,192.0,108.0,35841.0706714286,-0.367719554329426,0.0,0.0,-0.0012089130704424
64,32,16,32,3009.0,1.0592223330009918,2977.128,114154.6,192.0,108,35855.6,114901.225853175,192.0,108.0,35841.0706714286,-0.324056359884979,0.0,0.0,0.0031530660962238
64,32,16,32,3009.0,1.0592223330009918,2977.128,114402.857142857,192.0,108,35834.0,114901.225853175,192.0,108.0,35841.0706714286,-0.2163058638532978,0.0,0.0,-0.0015344339037757
64,32,16,32,3009.0,1.0592223330009918,2977.128,116433.5,192.0,108,35853.5,114901.225853175,192.0,108.0,35841.0706714286,0.6650495428927962,0.0,0.0,0.0026973369295575
64,32,16,32,3009.0,1.0592223330009918,2977.128,114054.0,192.0,108,35835.5,114901.225853175,192.0,108.0,35841.0706714286,-0.367719554329426,0.0,0.0,-0.0012089130704424
64,32,16,32,2993.0,0.5303040427664498,2977.128,114154.6,192.0,108,35855.6,114901.225853175,192.0,108.0,35841.0706714286,-0.324056359884979,0.0,0.0,0.0031530660962238
64,32,16,32,2993.0,0.5303040427664498,2977.128,114402.857142857,192.0,108,35834.0,114901.225853175,192.0,108.0,35841.0706714286,-0.2163058638532978,0.0,0.0,-0.0015344339037757
64,32,16,32,2993.0,0.5303040427664498,2977.128,116433.5,192.0,108,35853.5,114901.225853175,192.0,108.0,35841.0706714286,0.6650495428927962,0.0,0.0,0.0026973369295575
64,32,16,32,2993.0,0.5303040427664498,2977.128,114054.0,192.0,108,35835.5,114901.225853175,192.0,108.0,35841.0706714286,-0.367719554329426,0.0,0.0,-0.0012089130704424
128,16,16,32,5025.0,0.348803285161387,5007.47263492064,40248.6,64.0,41,16511.0,40187.5432622827,64.0,41.0,16508.92,0.0265003201898,0.0,0.0,0.0004513888888892
128,16,16,32,5025.0,0.348803285161387,5007.47263492064,39623.0,64.0,41,16511.0,40187.5432622827,64.0,41.0,16508.92,-0.2450274575879771,0.0,0.0,0.0004513888888892
128,16,16,32,5025.0,0.348803285161387,5007.47263492064,39793.0,64.0,41,16511.0,40187.5432622827,64.0,41.0,16508.92,-0.1712427353657549,0.0,0.0,0.0004513888888892
128,16,16,32,5025.0,0.348803285161387,5007.47263492064,40212.3333333333,64.0,41,16511.0,40187.5432622827,64.0,41.0,16508.92,0.0107595794490451,0.0,0.0,0.0004513888888892
128,32,16,32,5001.0,-0.4799040191961607,5025.0,101229.25,144.0,86,29325.625,101032.653298611,144.0,86.0,29310.0908333333,0.0853284294223107,0.0,0.0,0.0033711299189889
128,32,16,32,5001.0,-0.4799040191961607,5025.0,103597.0,144.0,86,29303.0,101032.653298611,144.0,86.0,29310.0908333333,1.1129977002556442,0.0,0.0,-0.0015388093171221
128,32,16,32,5001.0,-0.4799040191961607,5025.0,100116.4,144.0,86,29320.8,101032.653298611,144.0,86.0,29310.0908333333,-0.3976793830776918,0.0,0.0,0.0023240379050998
128,32,16,32,5001.0,-0.4799040191961607,5025.0,99971.0,144.0,86,29301.5,101032.653298611,144.0,86.0,29310.0908333333,-0.4607870219665781,0.0,0.0,-0.0018643301504555
128,32,16,32,5025.0,0.0,5025.0,101229.25,144.0,86,29325.625,101032.653298611,144.0,86.0,29310.0908333333,0.0853284294223107,0.0,0.0,0.0033711299189889
128,32,16,32,5025.0,0.0,5025.0,103597.0,144.0,86,29303.0,101032.653298611,144.0,86.0,29310.0908333333,1.1129977002556442,0.0,0.0,-0.0015388093171221
128,32,16,32,5025.0,0.0,5025.0,100116.4,144.0,86,29320.8,101032.653298611,144.0,86.0,29310.0908333333,-0.3976793830776918,0.0,0.0,0.0023240379050998
128,32,16,32,5025.0,0.0,5025.0,99971.0,144.0,86,29301.5,101032.653298611,144.0,86.0,29310.0908333333,-0.4607870219665781,0.0,0.0,-0.0018643301504555
128,32,16,32,5005.8,-0.3835550761117068,5025.0,101229.25,144.0,86,29325.625,101032.653298611,144.0,86.0,29310.0908333333,0.0853284294223107,0.0,0.0,0.0033711299189889
128,32,16,32,5005.8,-0.3835550761117068,5025.0,103597.0,144.0,86,29303.0,101032.653298611,144.0,86.0,29310.0908333333,1.1129977002556442,0.0,0.0,-0.0015388093171221
128,32,16,32,5005.8,-0.3835550761117068,5025.0,100116.4,144.0,86,29320.8,101032.653298611,144.0,86.0,29310.0908333333,-0.3976793830776918,0.0,0.0,0.0023240379050998
128,32,16,32,5005.8,-0.3835550761117068,5025.0,99971.0,144.0,86,29301.5,101032.653298611,144.0,86.0,29310.0908333333,-0.4607870219665781,0.0,0.0,-0.0018643301504555
