model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_latency,n_inputs_latency,sequence_length_latency,dense_size_latency,reuse_factor_1,latency_min,latency_max
37623,Not Fit,19,16,16,64,1,64,16,21,22
37629,Not Fit,21,16,16,64,1,1,16,21,22
6050,Not Fit,22,16,16,64,1,64,16,21,22
6056,Not Fit,24,16,16,64,1,1,16,21,22
2511,Not Fit,23,16,16,64,1,64,16,21,22
15686,Not Fit,18,16,16,64,1,1,16,21,22
25035,Not Fit,18,16,16,64,1,64,16,21,22
25040,Not Fit,20,16,16,64,1,1,16,21,22
43759,Not Fit,22,16,16,64,1,64,16,21,22
17813,Not Fit,19,16,16,64,1,1,16,21,22
28216,Not Fit,19,16,16,64,1,64,16,21,22
34370,Not Fit,18,16,16,64,1,1,16,21,22
323,Not Fit,18,16,16,64,1,64,16,21,22
329,Not Fit,20,16,16,64,1,1,16,21,22
34146,Fit,15,16,16,128,1,32,16,30,31
46610,Not Fit,15,16,16,128,1,64,16,30,31
33626,Fit,15,16,16,128,1,16,16,30,31
30249,Not Fit,15,16,16,128,1,64,16,30,31
12415,Fit,15,16,16,128,1,32,16,30,31
44848,Fit,15,16,16,128,1,16,16,30,31
23049,Fit,15,16,16,128,1,32,16,30,31
22605,Fit,15,16,16,128,1,16,16,30,31
45122,Not Fit,15,16,16,128,1,32,16,30,31
41868,Not Fit,15,16,16,128,1,64,16,30,31
26894,Fit,15,16,16,128,1,16,16,30,31
42030,Fit,15,16,16,128,1,32,16,30,31
38371,Not Fit,15,16,16,128,1,64,16,30,31
13740,Fit,15,16,16,128,1,16,16,30,31
6993,Not Fit,15,16,16,128,1,64,16,30,31
13971,Not Fit,15,16,16,128,1,32,16,30,31
2242,Fit,16,16,16,128,1,16,16,30,31
20008,Not Fit,16,16,16,128,1,64,16,30,31
32447,Fit,16,16,16,128,1,16,16,30,31
31642,Not Fit,16,16,16,128,1,64,16,30,31
2803,Not Fit,17,16,16,128,1,32,16,30,31
2612,Not Fit,17,16,16,128,1,16,16,30,31
18031,Not Fit,17,16,16,128,1,64,16,30,31
22588,Not Fit,16,16,16,128,1,16,16,30,31
45189,Not Fit,16,16,16,128,1,32,16,30,31
41847,Not Fit,16,16,16,128,1,64,16,30,31
12636,Not Fit,16,16,16,128,1,16,16,30,31
8201,Not Fit,16,16,16,128,1,64,16,30,31
14522,Not Fit,17,16,16,128,1,32,16,30,31
42983,Not Fit,17,16,16,128,1,16,16,30,31
25870,Not Fit,17,16,16,128,1,32,16,30,31
26231,Not Fit,17,16,16,128,1,16,16,30,31
34459,Not Fit,16,16,16,128,1,32,16,35.3333333333333,36.3333333333333
46384,Not Fit,16,16,16,128,1,64,16,38,39
35150,Fit,16,16,16,128,1,16,16,38,39
30391,Not Fit,16,16,16,128,1,64,16,38,39
9179,Not Fit,17,16,16,128,1,32,16,38,39
22003,Not Fit,17,16,16,128,1,64,16,38,39
43399,Not Fit,16,16,16,128,1,16,16,38,39
15851,Not Fit,16,16,16,128,1,32,16,38,39
16057,Not Fit,16,16,16,128,1,16,16,38,39
6047,Not Fit,16,16,16,128,1,64,16,38,39
17702,Not Fit,17,16,16,128,1,32,16,38,39
18128,Not Fit,17,16,16,128,1,16,16,38,39
2508,Not Fit,17,16,16,128,1,64,16,38,39
17026,Fit,10,16,16,256,1,16,16,54,55
4990,Not Fit,10,16,16,256,1,64,16,54,55
28775,Fit,10,16,16,256,1,16,16,54,55
47226,Not Fit,10,16,16,256,1,32,16,54,55
35416,Not Fit,10,16,16,256,1,64,16,54,55
47326,Fit,10,16,16,256,1,16,16,54,55
28582,Not Fit,10,16,16,256,1,32,16,54,55
13646,Fit,11,16,16,256,1,16,16,54,55
7074,Not Fit,11,16,16,256,1,64,16,54,55
26725,Fit,11,16,16,256,1,16,16,54,55
42127,Not Fit,11,16,16,256,1,32,16,54,55
38414,Not Fit,11,16,16,256,1,64,16,54,55
42477,Fit,11,16,16,256,1,16,16,54,55
26337,Not Fit,11,16,16,256,1,32,16,54,55
40897,Fit,10,16,16,256,1,16,16,54,55
24170,Not Fit,10,16,16,256,1,64,16,54,55
9860,Not Fit,10,16,16,256,1,16,16,54,55
10659,Not Fit,10,16,16,256,1,64,16,54,55
9340,Not Fit,10,16,16,256,1,32,16,54,55
32305,Not Fit,11,16,16,256,1,16,16,54,55
31665,Not Fit,11,16,16,256,1,64,16,54,55
2196,Not Fit,11,16,16,256,1,16,16,54,55
20163,Not Fit,11,16,16,256,1,64,16,54,55
3662,Not Fit,16,16,16,256,1,32,16,38,39
1632,Not Fit,17,16,16,256,1,16,16,30,31
19198,Not Fit,17,16,16,256,1,64,16,30,31
33066,Not Fit,17,16,16,256,1,16,16,30,31
33545,Not Fit,17,16,16,256,1,32,16,30,31
43376,Not Fit,15,16,16,256,1,16,16,30,31
15251,Not Fit,15,16,16,256,1,32,16,30,31
14930,Not Fit,15,16,16,256,1,16,16,30,31
2058,Not Fit,15,16,16,256,1,32,16,30,31
3354,Not Fit,15,16,16,256,1,16,16,30,31
18731,Not Fit,15,16,16,256,1,64,16,30,31
13951,Not Fit,16,16,16,256,1,32,16,30,31
42371,Not Fit,16,16,16,256,1,16,16,30,31
26448,Not Fit,16,16,16,256,1,32,16,30,31
26924,Not Fit,16,16,16,256,1,16,16,30,31
41946,Not Fit,16,16,16,256,1,32,16,30,31
13109,Not Fit,17,16,16,256,1,16,16,30,31
37600,Not Fit,15,16,16,256,1,32,16,38,39
47868,Not Fit,15,16,16,256,1,64,16,38,39
37402,Fit,15,16,16,256,1,16,16,38,39
48483,Not Fit,15,16,16,256,1,32,16,38,39
41811,Fit,15,16,16,256,1,16,16,38,39
22663,Not Fit,15,16,16,256,1,64,16,38,39
8087,Fit,15,16,16,256,1,16,16,38,39
12655,Not Fit,15,16,16,256,1,64,16,38,39
38892,Not Fit,15,16,16,256,1,32,16,38,39
42523,Not Fit,15,16,16,256,1,64,16,38,39
38430,Fit,15,16,16,256,1,16,16,38,39
26741,Not Fit,15,16,16,256,1,64,16,38,39
46198,Not Fit,16,16,16,256,1,16,16,38,39
20305,Not Fit,16,16,16,256,1,32,16,38,39
20136,Not Fit,16,16,16,256,1,16,16,38,39
2169,Not Fit,16,16,16,256,1,64,16,38,39
17933,Not Fit,17,16,16,256,1,16,16,38,39
2673,Not Fit,17,16,16,256,1,64,16,38,39
27726,Not Fit,17,16,16,256,1,16,16,38,39
37622,Not Fit,17,16,16,256,1,64,16,38,39
8319,Not Fit,16,16,16,256,1,32,16,38,39
7623,Not Fit,17,16,16,256,1,16,16,38,39
7467,Not Fit,17,16,16,256,1,32,16,38,39
6317,Fit,16,16,16,256,1,16,16,54,55
25034,Not Fit,16,16,16,256,1,64,16,54,55
39386,Not Fit,16,16,16,256,1,32,16,54,55
43756,Not Fit,16,16,16,256,1,64,16,54,55
3028,Not Fit,17,16,16,256,1,16,16,54,55
28215,Not Fit,17,16,16,256,1,64,16,54,55
31079,Not Fit,16,16,16,256,1,16,16,54,55
46268,Not Fit,16,16,16,256,1,32,16,54,55
322,Not Fit,16,16,16,256,1,64,16,54,55
20994,Not Fit,16,16,16,256,1,32,16,54,55
12810,Not Fit,17,16,16,256,1,16,16,54,55
13285,Not Fit,17,16,16,256,1,32,16,54,55
42143,Fit,7,16,16,512,1,16,16,86,87
13635,Not Fit,7,16,16,512,1,32,16,86,87
13873,Fit,7,16,16,512,1,16,16,86,87
6914,Not Fit,7,16,16,512,1,64,16,86,87
47196,Fit,8,16,16,512,1,16,16,86,87
17089,Not Fit,8,16,16,512,1,32,16,86,87
17593,Not Fit,8,16,16,512,1,16,16,86,87
2212,Not Fit,7,16,16,512,1,32,16,86,87
49666,Fit,7,16,16,512,1,16,16,86,87
32294,Not Fit,7,16,16,512,1,32,16,86,87
45921,Not Fit,7,16,16,512,1,64,16,86,87
32790,Not Fit,7,16,16,512,1,16,16,86,87
40941,Not Fit,8,16,16,512,1,32,16,86,87
20591,Fit,9,16,16,512,1,16,16,70,71
1826,Not Fit,9,16,16,512,1,64,16,54,55
46009,Fit,9,16,16,512,1,16,16,54,55
31492,Not Fit,9,16,16,512,1,32,16,54,55
2418,Fit,9,16,16,512,1,16,16,54,55
19945,Not Fit,9,16,16,512,1,64,16,54,55
32516,Fit,9,16,16,512,1,16,16,54,55
31436,Not Fit,9,16,16,512,1,64,16,54,55
32638,Not Fit,9,16,16,512,1,32,16,54,55
48598,Fit,9,16,16,512,1,16,16,54,55
3802,Not Fit,9,16,16,512,1,32,16,54,55
3199,Fit,9,16,16,512,1,16,16,54,55
22896,Not Fit,10,16,16,512,1,32,16,54,55
22768,Not Fit,10,16,16,512,1,16,16,54,55
44985,Not Fit,10,16,16,512,1,32,16,54,55
26107,Not Fit,11,16,16,512,1,16,16,54,55
42872,Not Fit,11,16,16,512,1,32,16,54,55
14202,Not Fit,11,16,16,512,1,16,16,54,55
1791,Not Fit,10,16,16,512,1,32,16,54,55
31939,Fit,10,16,16,512,1,16,16,66.8,67.8
45711,Not Fit,10,16,16,512,1,32,16,86,87
44763,Not Fit,11,16,16,512,1,16,16,86,87
23300,Not Fit,11,16,16,512,1,32,16,86,87
7721,Not Fit,10,16,16,512,1,16,16,86,87
7270,Not Fit,10,16,16,512,1,32,16,86,87
4316,Not Fit,11,16,16,512,1,16,16,86,87
4134,Not Fit,11,16,16,512,1,32,16,86,87
47937,Not Fit,16,16,16,512,1,16,16,38,39
19534,Not Fit,17,16,16,512,1,32,16,38,39
45458,Not Fit,15,16,16,512,1,16,16,38,39
21872,Not Fit,15,16,16,512,1,32,16,38,39
31701,Not Fit,15,16,16,512,1,16,16,38,39
18530,Not Fit,15,16,16,512,1,32,16,38,39
7052,Not Fit,16,16,16,512,1,16,16,38,39
6843,Not Fit,16,16,16,512,1,32,16,38,39
8930,Not Fit,15,16,16,512,1,16,16,54,55
13208,Not Fit,15,16,16,512,1,64,16,54,55
41354,Not Fit,15,16,16,512,1,32,16,54,55
28799,Not Fit,15,16,16,512,1,16,16,54,55
47094,Not Fit,15,16,16,512,1,32,16,54,55
17128,Not Fit,15,16,16,512,1,16,16,54,55
30316,Not Fit,15,16,16,512,1,32,16,54,55
29830,Not Fit,15,16,16,512,1,16,16,54,55
5578,Not Fit,16,16,16,512,1,32,16,54,55
40005,Not Fit,17,16,16,512,1,16,16,54,55
17312,Not Fit,16,16,16,512,1,32,16,54,55
47603,Not Fit,16,16,16,512,1,16,16,54,55
28296,Not Fit,16,16,16,512,1,32,16,54,55
30501,Not Fit,17,16,16,512,1,16,16,54,55
46481,Not Fit,17,16,16,512,1,32,16,54,55
20970,Not Fit,17,16,16,512,1,16,16,54,55
39983,Not Fit,15,16,16,1024,1,16,16,88.9767441860465,89.9767441860465
31034,Fit,8,32,32,16,1,1,32,21,22
20888,Fit,8,32,32,16,1,16,32,37,38
20890,Fit,10,32,32,16,1,1,32,21,22
3319,Fit,12,32,32,16,1,16,32,37,38
2286,Fit,8,32,32,16,1,1,32,21,22
32417,Fit,8,32,32,16,1,16,32,37,38
27961,Fit,9,32,32,16,1,1,32,21,22
18022,Fit,9,32,32,16,1,16,32,37,38
26917,Not Fit,9,32,32,16,1,1,32,21,22
13662,Not Fit,9,32,32,16,1,16,32,37,38
24578,Fit,10,32,32,16,1,1,32,21,22
16167,Fit,10,32,32,16,1,16,32,37,38
16169,Fit,12,32,32,16,1,1,32,21,22
21841,Not Fit,14,32,32,16,1,16,32,37,38
3378,Not Fit,9,32,32,16,1,1,32,21,22
37176,Not Fit,9,32,32,16,1,16,32,37,38
55,Fit,10,32,32,16,1,1,32,21,22
34780,Fit,10,32,32,16,1,16,32,37,38
34783,Fit,12,32,32,16,1,1,32,21,22
1657,Not Fit,14,32,32,16,1,16,32,37,38
1660,Not Fit,16,32,32,16,1,1,32,21,22
21958,Fit,15,32,32,16,1,16,32,37,38
21960,Fit,17,32,32,16,1,1,32,21,22
41441,Fit,15,32,32,16,1,16,32,37,38
38070,Fit,11,32,32,16,1,1,32,21,22
7238,Fit,11,32,32,16,1,16,32,37,38
7240,Fit,13,32,32,16,1,1,32,21,22
24835,Fit,16,32,32,16,1,16,32,37,38
19605,Fit,12,32,32,16,1,1,32,21,22
45685,Fit,16,32,32,16,1,16,32,37,38
45687,Fit,18,32,32,16,1,1,32,21,22
17834,Not Fit,16,32,32,16,1,16,32,37,38
48141,Not Fit,13,32,32,16,1,1,32,21,22
18451,Not Fit,17,32,32,16,1,16,32,37,38
20488,Not Fit,13,32,32,16,1,1,32,21,22
31261,Not Fit,13,32,32,16,1,16,32,37,38
31263,Not Fit,15,32,32,16,1,1,32,21,22
2474,Not Fit,15,32,32,16,1,16,32,37,38
45704,Not Fit,11,32,32,16,1,1,32,21,22
19661,Not Fit,15,32,32,16,1,16,32,37,38
17772,Not Fit,11,32,32,16,1,1,32,21,22
28264,Not Fit,11,32,32,16,1,16,32,37,38
28268,Not Fit,13,32,32,16,1,1,32,21,22
556,Fit,16,32,32,16,1,16,32,37,38
560,Fit,18,32,32,16,1,1,32,21,22
9226,Fit,12,32,32,16,1,16,32,37,38
9230,Fit,14,32,32,16,1,1,32,21,22
9059,Fit,17,32,32,16,1,16,32,37,38
9063,Fit,19,32,32,16,1,1,32,21,22
8495,Not Fit,13,32,32,16,1,16,32,37,38
10352,Fit,17,32,32,16,1,1,32,21,22
40087,Fit,17,32,32,16,1,16,32,37,38
19563,Fit,17,32,32,16,1,1,32,21,22
31823,Fit,17,32,32,16,1,16,32,37,38
31825,Fit,19,32,32,16,1,1,32,21,22
45561,Fit,21,32,32,16,1,16,32,37,38
45563,Fit,23,32,32,16,1,1,32,21,22
17874,Fit,21,32,32,16,1,16,32,37,38
38314,Not Fit,18,32,32,16,1,1,32,21,22
7439,Not Fit,18,32,32,16,1,16,32,37,38
3911,Fit,19,32,32,16,1,1,32,21,22
36386,Fit,19,32,32,16,1,16,32,37,38
38877,Fit,19,32,32,16,1,1,32,21,22
6935,Fit,19,32,32,16,1,16,32,37,38
29633,Fit,17,32,32,16,1,1,32,21,22
16468,Not Fit,17,32,32,16,1,16,32,37,38
16474,Not Fit,19,32,32,16,1,1,32,21,22
9019,Not Fit,17,32,32,16,1,16,32,37,38
31808,Fit,18,32,32,16,1,1,32,21,22
19583,Fit,18,32,32,16,1,16,32,37,38
45544,Not Fit,18,32,32,16,1,1,32,21,22
19440,Not Fit,22,32,32,16,1,16,32,37,38
23417,Not Fit,19,32,32,16,1,1,32,21,22
12005,Not Fit,19,32,32,16,1,16,32,37,38
18496,Not Fit,19,32,32,16,1,1,32,21,22
27577,Not Fit,19,32,32,16,1,16,32,37,38
27583,Not Fit,21,32,32,16,1,1,32,21,22
48288,Not Fit,23,32,32,16,1,16,32,37,38
45962,Not Fit,19,32,32,16,1,1,32,21,22
20356,Not Fit,23,32,32,16,1,16,32,37,38
29667,Fit,9,32,32,16,1,1,32,21,22
21537,Fit,9,32,32,16,1,16,32,37,38
5300,Fit,9,32,32,16,1,1,32,21,22
39866,Not Fit,9,32,32,16,1,16,32,37,38
3286,Not Fit,10,32,32,16,1,1,32,21,22
37132,Not Fit,10,32,32,16,1,16,32,37,38
37135,Not Fit,12,32,32,16,1,1,32,21,22
48587,Not Fit,14,32,32,16,1,16,32,37,38
48590,Not Fit,16,32,32,16,1,1,32,21,22
25234,Fit,15,32,32,16,1,16,32,37,38
22307,Fit,11,32,32,16,1,1,32,21,22
12883,Fit,11,32,32,16,1,16,32,37,38
12885,Fit,13,32,32,16,1,1,32,21,22
42860,Fit,11,32,32,16,1,16,32,37,38
42862,Fit,13,32,32,16,1,1,32,21,22
25965,Fit,15,32,32,16,1,16,32,37,38
25967,Fit,17,32,32,16,1,1,32,21,22
44893,Fit,12,32,32,16,1,16,32,37,38
44895,Fit,14,32,32,16,1,1,32,21,22
22916,Fit,16,32,32,16,1,16,32,37,38
22918,Fit,18,32,32,16,1,1,32,21,22
1226,Not Fit,16,32,32,16,1,16,32,37,38
1228,Not Fit,18,32,32,16,1,1,32,21,22
46734,Fit,13,32,32,16,1,16,32,37,38
46736,Fit,15,32,32,16,1,1,32,21,22
30144,Fit,17,32,32,16,1,16,32,37,38
3843,Not Fit,13,32,32,16,1,1,32,21,22
37037,Not Fit,13,32,32,16,1,16,32,37,38
37039,Not Fit,15,32,32,16,1,1,32,21,22
3857,Fit,16,32,32,16,1,16,32,37,38
3861,Fit,18,32,32,16,1,1,32,21,22
22270,Not Fit,16,32,32,16,1,16,32,37,38
22274,Not Fit,18,32,32,16,1,1,32,21,22
5544,Not Fit,17,32,32,16,1,16,32,37,38
26522,Not Fit,13,32,32,16,1,1,32,21,22
14001,Not Fit,13,32,32,16,1,16,32,37,38
7036,Fit,17,32,32,16,1,1,32,21,22
38353,Fit,17,32,32,16,1,16,32,37,38
38355,Fit,19,32,32,16,1,1,32,21,22
1504,Fit,21,32,32,16,1,16,32,37,38
2859,Fit,17,32,32,16,1,1,32,21,22
37321,Fit,17,32,32,16,1,16,32,37,38
37323,Fit,19,32,32,16,1,1,32,21,22
48351,Fit,21,32,32,16,1,16,32,37,38
9444,Fit,18,32,32,16,1,1,32,21,22
41187,Fit,18,32,32,16,1,16,32,37,38
22322,Fit,18,32,32,16,1,1,32,21,22
12999,Fit,18,32,32,16,1,16,32,37,38
13001,Fit,20,32,32,16,1,1,32,21,22
42572,Not Fit,18,32,32,16,1,16,32,37,38
42574,Not Fit,20,32,32,16,1,1,32,21,22
25941,Not Fit,22,32,32,16,1,16,32,37,38
1894,Fit,19,32,32,16,1,1,32,21,22
32715,Fit,19,32,32,16,1,16,32,37,38
32717,Fit,21,32,32,16,1,1,32,21,22
42012,Not Fit,19,32,32,16,1,16,32,37,38
42014,Not Fit,21,32,32,16,1,1,32,21,22
26427,Not Fit,23,32,32,16,1,16,32,37,38
23034,Not Fit,19,32,32,16,1,1,32,21,22
12374,Not Fit,19,32,32,16,1,16,32,37,38
31581,Not Fit,17,32,32,16,1,1,32,21,22
20075,Not Fit,17,32,32,16,1,16,32,37,38
20081,Not Fit,19,32,32,16,1,1,32,21,22
22365,Not Fit,21,32,32,16,1,16,32,37,38
25903,Not Fit,17,32,32,16,1,1,32,21,22
14548,Not Fit,17,32,32,16,1,16,32,37,38
28329,Not Fit,18,32,32,16,1,1,32,21,22
17338,Not Fit,18,32,32,16,1,16,32,37,38
1475,Not Fit,18,32,32,16,1,1,32,21,22
33587,Not Fit,18,32,32,16,1,16,32,37,38
48401,Not Fit,18,32,32,16,1,1,32,21,22
2921,Not Fit,22,32,32,16,1,16,32,37,38
26553,Not Fit,19,32,32,16,1,1,32,21,22
14138,Not Fit,19,32,32,16,1,16,32,37,38
14144,Not Fit,21,32,32,16,1,1,32,21,22
3532,Not Fit,23,32,32,16,1,16,32,37,38
2047,Not Fit,19,32,32,16,1,1,32,21,22
32866,Not Fit,19,32,32,16,1,16,32,37,38
18948,Not Fit,12,32,32,16,1,1,32,21,22
27275,Not Fit,12,32,32,16,1,16,32,37,38
41763,Not Fit,12,32,32,16,1,1,32,21,22
8030,Not Fit,12,32,32,16,1,16,32,37,38
34194,Not Fit,13,32,32,16,1,1,32,21,22
791,Not Fit,13,32,32,16,1,16,32,37,38
795,Not Fit,15,32,32,16,1,1,32,21,22
32827,Fit,21,32,32,16,1,16,32,37,38
43641,Fit,17,32,32,16,1,1,32,21,22
15810,Fit,21,32,32,16,1,16,32,37,38
11907,Fit,17,32,32,16,1,1,32,21,22
23208,Fit,17,32,32,16,1,16,32,37,38
23210,Fit,19,32,32,16,1,1,32,21,22
44418,Fit,21,32,32,16,1,16,32,37,38
44420,Fit,23,32,32,16,1,1,32,21,22
48871,Fit,18,32,32,16,1,16,32,37,38
48873,Fit,20,32,32,16,1,1,32,21,22
35197,Fit,22,32,32,16,1,16,32,37,38
36673,Fit,18,32,32,16,1,1,32,21,22
4079,Fit,18,32,32,16,1,16,32,37,38
4081,Fit,20,32,32,16,1,1,32,21,22
34419,Not Fit,22,32,32,16,1,16,32,37,38
34421,Not Fit,24,32,32,16,1,1,32,21,22
33776,Not Fit,23,32,32,16,1,16,32,37,38
35732,Not Fit,19,32,32,16,1,1,32,21,22
4766,Not Fit,19,32,32,16,1,16,32,37,38
42081,Not Fit,17,32,32,16,1,1,32,21,22
13826,Not Fit,21,32,32,16,1,16,32,37,38
13832,Not Fit,23,32,32,16,1,1,32,21,22
48848,Not Fit,17,32,32,16,1,16,32,37,38
48854,Not Fit,19,32,32,16,1,1,32,21,22
36532,Not Fit,21,32,32,16,1,16,32,37,38
34540,Not Fit,17,32,32,16,1,1,32,21,22
397,Not Fit,17,32,32,16,1,16,32,37,38
403,Not Fit,19,32,32,16,1,1,32,21,22
10947,Not Fit,22,32,32,16,1,16,32,37,38
15840,Not Fit,18,32,32,16,1,1,32,21,22
43696,Not Fit,22,32,32,16,1,16,32,37,38
44340,Not Fit,18,32,32,16,1,1,32,21,22
11862,Not Fit,22,32,32,16,1,16,32,37,38
11868,Not Fit,24,32,32,16,1,1,32,21,22
19885,Not Fit,23,32,32,16,1,16,32,37,38
43954,Not Fit,19,32,32,16,1,1,32,21,22
11134,Not Fit,23,32,32,16,1,16,32,37,38
15057,Not Fit,19,32,32,16,1,1,32,21,22
25683,Not Fit,19,32,32,16,1,16,32,37,38
25689,Not Fit,21,32,32,16,1,1,32,21,22
43235,Not Fit,23,32,32,16,1,16,32,37,38
43241,Not Fit,25,32,32,16,1,1,32,21,22
46318,Not Fit,8,32,32,32,1,1,32,37,38
21024,Not Fit,12,32,32,32,1,32,32,36,37
36839,Not Fit,8,32,32,32,1,1,32,37,38
3505,Not Fit,8,32,32,32,1,32,32,36,37
3506,Not Fit,10,32,32,32,1,1,32,37,38
32887,Not Fit,12,32,32,32,1,32,32,36,37
41938,Not Fit,9,32,32,32,1,1,32,37,38
13916,Not Fit,13,32,32,32,1,32,32,36,37
13917,Not Fit,15,32,32,32,1,1,32,37,38
15556,Not Fit,14,32,32,32,1,32,32,36,37
12955,Not Fit,10,32,32,32,1,1,32,37,38
22388,Not Fit,10,32,32,32,1,32,32,36,37
22389,Not Fit,12,32,32,32,1,1,32,37,38
41400,Not Fit,13,32,32,32,1,32,32,36,37
41402,Not Fit,15,32,32,32,1,1,32,37,38
48552,Not Fit,9,32,32,32,1,32,32,36,37
48554,Not Fit,11,32,32,32,1,1,32,37,38
36786,Not Fit,13,32,32,32,1,32,32,36,37
36788,Not Fit,15,32,32,32,1,1,32,37,38
34618,Not Fit,14,32,32,32,1,32,32,36,37
33576,Not Fit,10,32,32,32,1,1,32,37,38
1489,Not Fit,10,32,32,32,1,32,32,36,37
12800,Fit,11,32,32,32,1,1,32,37,38
22179,Fit,11,32,32,32,1,32,32,36,37
22180,Fit,13,32,32,32,1,1,32,37,38
45424,Fit,15,32,32,32,1,32,32,36,37
8694,Fit,11,32,32,32,1,1,32,37,38
7698,Fit,15,32,32,32,1,32,32,36,37
16154,Fit,12,32,32,32,1,1,32,37,38
24587,Fit,12,32,32,32,1,32,32,36,37
24588,Fit,14,32,32,32,1,1,32,37,38
31981,Not Fit,16,32,32,32,1,32,32,36,37
28037,Not Fit,12,32,32,32,1,1,32,37,38
18295,Not Fit,12,32,32,32,1,32,32,36,37
18063,Fit,13,32,32,32,1,1,32,37,38
27936,Fit,13,32,32,32,1,32,32,36,37
27337,Not Fit,13,32,32,32,1,1,32,37,38
18906,Not Fit,13,32,32,32,1,32,32,36,37
18907,Not Fit,15,32,32,32,1,1,32,37,38
46163,Not Fit,13,32,32,32,1,32,32,36,37
46164,Not Fit,15,32,32,32,1,1,32,37,38
31385,Not Fit,17,32,32,32,1,32,32,36,37
37485,Not Fit,11,32,32,32,1,1,32,37,38
3000,Not Fit,11,32,32,32,1,32,32,36,37
31908,Not Fit,11,32,32,32,1,1,32,37,38
19025,Not Fit,11,32,32,32,1,32,32,36,37
19027,Not Fit,13,32,32,32,1,1,32,37,38
28060,Not Fit,15,32,32,32,1,32,32,36,37
34768,Fit,12,32,32,32,1,1,32,37,38
71,Not Fit,12,32,32,32,1,32,32,36,37
73,Not Fit,14,32,32,32,1,1,32,37,38
8709,Not Fit,16,32,32,32,1,32,32,36,37
7685,Not Fit,12,32,32,32,1,1,32,37,38
37879,Not Fit,12,32,32,32,1,32,32,36,37
37881,Not Fit,14,32,32,32,1,1,32,37,38
8882,Not Fit,13,32,32,32,1,32,32,36,37
7130,Not Fit,13,32,32,32,1,1,32,37,38
38551,Not Fit,13,32,32,32,1,32,32,36,37
38553,Not Fit,15,32,32,32,1,1,32,37,38
7998,Not Fit,17,32,32,32,1,32,32,36,37
8000,Not Fit,19,32,32,32,1,1,32,37,38
40595,Fit,21,32,32,32,1,32,32,36,37
40596,Fit,23,32,32,32,1,1,32,37,38
32239,Fit,21,32,32,32,1,32,32,36,37
27754,Fit,17,32,32,32,1,1,32,37,38
17959,Fit,17,32,32,32,1,32,32,36,37
17960,Fit,19,32,32,32,1,1,32,37,38
37746,Fit,22,32,32,32,1,32,32,36,37
8825,Fit,18,32,32,32,1,1,32,37,38
7603,Not Fit,22,32,32,32,1,32,32,36,37
7604,Not Fit,24,32,32,32,1,1,32,37,38
36216,Fit,23,32,32,32,1,32,32,36,37
36217,Fit,25,32,32,32,1,1,32,37,38
7096,Not Fit,23,32,32,32,1,32,32,36,37
46765,Not Fit,17,32,32,32,1,1,32,37,38
16713,Not Fit,21,32,32,32,1,32,32,36,37
16715,Not Fit,23,32,32,32,1,1,32,37,38
8753,Not Fit,21,32,32,32,1,32,32,36,37
7652,Not Fit,17,32,32,32,1,1,32,37,38
37721,Not Fit,17,32,32,32,1,32,32,36,37
37723,Not Fit,19,32,32,32,1,1,32,37,38
19322,Not Fit,22,32,32,32,1,32,32,36,37
32279,Not Fit,18,32,32,32,1,1,32,37,38
19269,Not Fit,18,32,32,32,1,32,32,36,37
19271,Not Fit,20,32,32,32,1,1,32,37,38
47684,Not Fit,18,32,32,32,1,32,32,36,37
47686,Not Fit,20,32,32,32,1,1,32,37,38
27682,Not Fit,22,32,32,32,1,32,32,36,37
44660,Not Fit,19,32,32,32,1,1,32,37,38
11458,Not Fit,23,32,32,32,1,32,32,36,37
11460,Not Fit,25,32,32,32,1,1,32,37,38
27025,Not Fit,23,32,32,32,1,32,32,36,37
31686,Not Fit,19,32,32,32,1,1,32,37,38
20185,Not Fit,19,32,32,32,1,32,32,36,37
46723,Not Fit,9,32,32,32,1,1,32,37,38
21405,Not Fit,13,32,32,32,1,32,32,36,37
44953,Not Fit,10,32,32,32,1,1,32,37,38
12226,Not Fit,14,32,32,32,1,32,32,36,37
12227,Not Fit,16,32,32,32,1,1,32,37,38
39417,Not Fit,13,32,32,32,1,32,32,36,37
14847,Not Fit,11,32,32,32,1,1,32,37,38
25478,Not Fit,11,32,32,32,1,32,32,36,37
45262,Not Fit,11,32,32,32,1,1,32,37,38
13375,Not Fit,15,32,32,32,1,32,32,36,37
14192,Not Fit,11,32,32,32,1,1,32,37,38
26095,Not Fit,11,32,32,32,1,32,32,36,37
26096,Not Fit,13,32,32,32,1,1,32,37,38
42910,Not Fit,15,32,32,32,1,32,32,36,37
42911,Not Fit,17,32,32,32,1,1,32,37,38
22834,Fit,12,32,32,32,1,32,32,36,37
33138,Not Fit,12,32,32,32,1,1,32,37,38
1713,Not Fit,12,32,32,32,1,32,32,36,37
21525,Not Fit,13,32,32,32,1,1,32,37,38
29709,Not Fit,13,32,32,32,1,32,32,36,37
29710,Not Fit,15,32,32,32,1,1,32,37,38
46527,Not Fit,17,32,32,32,1,32,32,36,37
46528,Not Fit,19,32,32,32,1,1,32,37,38
48634,Not Fit,13,32,32,32,1,32,32,36,37
48635,Not Fit,15,32,32,32,1,1,32,37,38
37160,Not Fit,17,32,32,32,1,32,32,36,37
