model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_resource,n_inputs_resources,cnn_filters_resources,sequence_length_resource,bram_18k,lut,ff,dsp48e
17935,Not Fit,8,16,16,16,16,128,22,18206,9003,48
17933,Not Fit,11,16,16,16,16,64,22,18206,9001,48
2674,Not Fit,5,16,16,16,16,256,22,18206,9005,48
2675,Not Fit,8,16,16,16,16,128,22,18206,9003,48
2673,Not Fit,11,16,16,16,16,64,22,18206,9001,48
27727,Not Fit,5,16,16,16,16,256,22,18206,9005,48
27728,Not Fit,8,16,16,16,16,128,22,18206,9003,48
27726,Not Fit,11,16,16,16,16,64,22,18206,9001,48
37623,Not Fit,5,16,16,16,16,256,22,18206,9005,48
37624,Not Fit,8,16,16,16,16,128,22,18206,9003,48
37622,Not Fit,11,16,16,16,16,64,22,18206,9001,48
31777,Not Fit,5,16,16,16,16,256,22,18206,9005,48
31778,Not Fit,8,16,16,16,16,128,22,18206,9003,48
31776,Not Fit,11,16,16,16,16,64,22,18206,9001,48
19535,Not Fit,5,16,16,16,16,256,22,18206,9005,48
19536,Not Fit,8,16,16,16,16,128,22,18206,9003,48
19534,Not Fit,11,16,16,16,16,64,22,18206,9001,48
19288,Not Fit,5,16,16,16,16,256,22,18206,9005,48
19289,Not Fit,8,16,16,16,16,128,22,18206,9003,48
19287,Not Fit,11,16,16,16,16,64,22,18206,9001,48
8931,Not Fit,5,16,16,16,16,512,22,18209,9007,48
8932,Not Fit,8,16,16,16,16,256,22,18206,9005,48
8930,Not Fit,11,16,16,16,16,128,22,18206,9006,48
13209,Not Fit,5,16,16,16,16,512,22,18209,9007,48
13210,Not Fit,8,16,16,16,16,256,22,18206,9005,48
13208,Not Fit,11,16,16,16,16,128,22,18206,9003,48
41355,Not Fit,5,16,16,16,16,512,22,18209,9007,48
41356,Not Fit,8,16,16,16,16,256,22,18206,9005,48
41354,Not Fit,11,16,16,16,16,128,22,18206,9003,48
28800,Not Fit,5,16,16,16,16,512,22,18209,9007,48
28801,Not Fit,8,16,16,16,16,256,22,18206,9005,48
28799,Not Fit,11,16,16,16,16,128,22,18206,9003,48
47095,Not Fit,5,16,16,16,16,512,22,18209,9010,48
47096,Not Fit,8,16,16,16,16,256,22,18206,9005,48
47094,Not Fit,11,16,16,16,16,128,22,18206,9003,48
17129,Not Fit,5,16,16,16,16,512,22,18209,9010,48
17130,Not Fit,8,16,16,16,16,256,22,18206,9005,48
17128,Not Fit,11,16,16,16,16,128,22,18206,9006,48
17432,Not Fit,5,16,16,16,16,512,22,18209,9007,48
17433,Not Fit,8,16,16,16,16,256,22,18206,9008,48
17431,Not Fit,11,16,16,16,16,128,22,18206,9003,48
21417,Not Fit,5,16,16,16,16,512,22,18209,9007,48
21418,Not Fit,8,16,16,16,16,256,22,18206,9005,48
21416,Not Fit,11,16,16,16,16,128,22,18206,9003,48
30317,Not Fit,5,16,16,16,16,512,22,18209,9007,48
30318,Not Fit,8,16,16,16,16,256,22,18206,9005,48
30316,Not Fit,11,16,16,16,16,128,22,18206,9003,48
29831,Not Fit,5,16,16,16,16,512,22,18209,9007,48
29832,Not Fit,8,16,16,16,16,256,22,18206,9005,48
29830,Not Fit,11,16,16,16,16,128,22,18206,9006,48
6318,Fit,5,16,16,16,16,512,22,18209,9007,48
6319,Fit,8,16,16,16,16,256,22,18206,9005,48
6317,Fit,11,16,16,16,16,128,22,18206,9003,48
15682,Not Fit,5,16,16,16,16,512,22,18209,9007,48
15683,Not Fit,8,16,16,16,16,256,22,18206,9005,48
15681,Not Fit,11,16,16,16,16,128,22,18206,9003,48
25035,Not Fit,5,16,16,16,16,512,22,18209,9007,48
25036,Not Fit,8,16,16,16,16,256,22,18206,9008,48
25034,Not Fit,11,16,16,16,16,128,22,18206,9003,48
39387,Not Fit,5,16,16,16,16,512,22,18209,9007,48
39388,Not Fit,8,16,16,16,16,256,22,18206,9005,48
39386,Not Fit,11,16,16,16,16,128,22,18206,9006,48
43757,Not Fit,5,16,16,16,16,512,22,18209,9007,48
43758,Not Fit,8,16,16,16,16,256,22,18206,9005,48
43756,Not Fit,11,16,16,16,16,128,22,18206,9003,48
39498,Not Fit,5,16,16,16,16,512,22,18209,9007,48
39499,Not Fit,8,16,16,16,16,256,22,18206,9005,48
39497,Not Fit,11,16,16,16,16,128,22,18206,9003,48
5579,Not Fit,5,16,16,16,16,512,22,18209,9007,48
5580,Not Fit,8,16,16,16,16,256,22,18206,9005,48
5578,Not Fit,11,16,16,16,16,128,22,18206,9003,48
5412,Not Fit,5,16,16,16,16,512,22,18209,9007,48
5413,Not Fit,8,16,16,16,16,256,22,18206,9005,48
5411,Not Fit,11,16,16,16,16,128,22,18206,9003,48
40659,Not Fit,5,16,16,16,16,512,22,18209,9007,48
40660,Not Fit,8,16,16,16,16,256,22,18206,9005,48
40658,Not Fit,11,16,16,16,16,128,22,18206,9006,48
3029,Not Fit,5,16,16,16,16,512,22,18209,9007,48
3030,Not Fit,8,16,16,16,16,256,22,18206,9005,48
3028,Not Fit,11,16,16,16,16,128,22,18206,9003,48
17808,Not Fit,5,16,16,16,16,512,22,18209,9007,48
17809,Not Fit,8,16,16,16,16,256,22,18206,9008,48
17807,Not Fit,11,16,16,16,16,128,22,18206,9003,48
28216,Not Fit,5,16,16,16,16,512,22,18209,9007,48
28217,Not Fit,8,16,16,16,16,256,22,18206,9005,48
28215,Not Fit,11,16,16,16,16,128,22,18206,9003,48
48428,Not Fit,5,16,16,16,16,512,22,18209,9007,48
48429,Not Fit,8,16,16,16,16,256,22,18206,9005,48
48427,Not Fit,11,16,16,16,16,128,22,18206,9003,48
10326,Not Fit,5,16,16,16,16,512,22,18209,9007,48
10327,Not Fit,8,16,16,16,16,256,22,18206,9005,48
10325,Not Fit,11,16,16,16,16,128,22,18206,9003,48
40006,Not Fit,5,16,16,16,16,512,22,18209,9007,48
40007,Not Fit,8,16,16,16,16,256,22,18206,9005,48
40005,Not Fit,11,16,16,16,16,128,22,18206,9003,48
40443,Not Fit,5,16,16,16,16,512,22,18209,9007,48
40444,Not Fit,8,16,16,16,16,256,22,18206,9005,48
40442,Not Fit,11,16,16,16,16,128,22,18206,9003,48
6090,Not Fit,5,16,16,16,16,512,22,18209,9007,48
6091,Not Fit,8,16,16,16,16,256,22,18206,9005,48
6089,Not Fit,11,16,16,16,16,128,22,18206,9003,48
43378,Not Fit,5,16,16,32,32,128,86,69293,22646,192
43379,Not Fit,8,16,16,32,32,64,86,69293,22644,192
43377,Not Fit,11,16,16,32,32,32,86,69293,22642,192
15253,Not Fit,5,16,16,32,32,128,86,69293,22646,192
15254,Not Fit,8,16,16,32,32,64,86,69293,22644,192
15252,Not Fit,11,16,16,32,32,32,86,69293,22642,192
14932,Not Fit,5,16,16,32,32,128,86,69293,22646,192
14933,Not Fit,8,16,16,32,32,64,86,69293,22644,192
14931,Not Fit,11,16,16,32,32,32,86,69293,22642,192
32900,Not Fit,5,16,16,32,32,128,86,69293,22646,192
32901,Not Fit,8,16,16,32,32,64,86,69293,22644,192
32899,Not Fit,11,16,16,32,32,32,86,69293,22642,192
2060,Not Fit,5,16,16,32,32,128,86,69293,22646,192
2061,Not Fit,8,16,16,32,32,64,86,69293,22644,192
2059,Not Fit,11,16,16,32,32,32,86,69293,22642,192
2294,Not Fit,5,16,16,32,32,128,86,69293,22646,192
2295,Not Fit,8,16,16,32,32,64,86,69293,22644,192
2293,Not Fit,11,16,16,32,32,32,86,69293,22642,192
3356,Not Fit,5,16,16,32,32,128,86,69293,22646,192
3357,Not Fit,8,16,16,32,32,64,86,69293,22644,192
3355,Not Fit,11,16,16,32,32,32,86,69293,22642,192
18733,Not Fit,5,16,16,32,32,128,86,69293,22646,192
18734,Not Fit,8,16,16,32,32,64,86,69293,22644,192
18732,Not Fit,11,16,16,32,32,32,86,69293,22642,192
36848,Not Fit,5,16,16,32,32,128,86,69293,22646,192
36849,Not Fit,8,16,16,32,32,64,86,69293,22644,192
36847,Not Fit,11,16,16,32,32,32,86,69293,22642,192
44829,Not Fit,5,16,16,32,32,128,86,69293,22646,192
44830,Not Fit,8,16,16,32,32,64,86,69293,22644,192
44828,Not Fit,11,16,16,32,32,32,86,69293,22642,192
23073,Not Fit,5,16,16,32,32,128,86,69293,22646,192
23074,Not Fit,8,16,16,32,32,64,86,69293,22644,192
23072,Not Fit,11,16,16,32,32,32,86,69292,22639,192
12394,Not Fit,5,16,16,32,32,128,86,69293,22646,192
12395,Not Fit,8,16,16,32,32,64,86,69293,22644,192
12393,Not Fit,11,16,16,32,32,32,86,69293,22642,192
12585,Not Fit,5,16,16,32,32,128,86,69293,22646,192
12586,Not Fit,8,16,16,32,32,64,86,69293,22644,192
12584,Not Fit,11,16,16,32,32,32,86,69293,22642,192
8176,Not Fit,5,16,16,32,32,128,86,69293,22646,192
8177,Not Fit,8,16,16,32,32,64,86,69293,22644,192
8175,Not Fit,11,16,16,32,32,32,86,69293,22642,192
22586,Not Fit,5,16,16,32,32,128,86,69293,22646,192
22587,Not Fit,8,16,16,32,32,64,86,69293,22644,192
22585,Not Fit,11,16,16,32,32,32,86,69293,22642,192
45191,Not Fit,5,16,16,32,32,128,86,69293,22646,192
45192,Not Fit,8,16,16,32,32,64,86,69293,22644,192
45190,Not Fit,11,16,16,32,32,32,86,69293,22642,192
41849,Not Fit,5,16,16,32,32,128,86,69293,22646,192
41850,Not Fit,8,16,16,32,32,64,86,69293,22644,192
41848,Not Fit,11,16,16,32,32,32,86,69293,22642,192
12634,Not Fit,5,16,16,32,32,128,86,69293,22646,192
12635,Not Fit,8,16,16,32,32,64,86,69293,22644,192
12633,Not Fit,11,16,16,32,32,32,86,69293,22642,192
8203,Not Fit,5,16,16,32,32,128,86,69293,22646,192
8204,Not Fit,8,16,16,32,32,64,86,69293,22644,192
8202,Not Fit,11,16,16,32,32,32,86,69293,22642,192
12437,Not Fit,5,16,16,32,32,128,86,69293,22646,192
12438,Not Fit,8,16,16,32,32,64,86,69293,22644,192
12436,Not Fit,11,16,16,32,32,32,86,69293,22642,192
13952,Not Fit,5,16,16,32,32,128,86,69293,22646,192
13953,Not Fit,8,16,16,32,32,64,86,69293,22644,192
13951,Not Fit,11,16,16,32,32,32,86,69293,22642,192
42372,Not Fit,5,16,16,32,32,128,86,69293,22646,192
42373,Not Fit,8,16,16,32,32,64,86,69293,22644,192
42371,Not Fit,11,16,16,32,32,32,86,69293,22642,192
26449,Not Fit,5,16,16,32,32,128,86,69293,22646,192
26450,Not Fit,8,16,16,32,32,64,86,69293,22644,192
26448,Not Fit,11,16,16,32,32,32,86,69293,22642,192
26925,Not Fit,5,16,16,32,32,128,86,69293,22646,192
26926,Not Fit,8,16,16,32,32,64,86,69293,22644,192
26924,Not Fit,11,16,16,32,32,32,86,69293,22642,192
41947,Not Fit,5,16,16,32,32,128,86,69293,22646,192
41948,Not Fit,8,16,16,32,32,64,86,69293,22644,192
41946,Not Fit,11,16,16,32,32,32,86,69293,22642,192
30058,Not Fit,5,16,16,32,32,128,86,69293,22646,192
30059,Not Fit,8,16,16,32,32,64,86,69293,22644,192
30057,Not Fit,11,16,16,32,32,32,86,69293,22642,192
21281,Not Fit,5,16,16,32,32,128,86,69293,22646,192
21282,Not Fit,8,16,16,32,32,64,86,69293,22644,192
21280,Not Fit,11,16,16,32,32,32,86,69293,22642,192
21691,Not Fit,5,16,16,32,32,128,86,69293,22646,192
21692,Not Fit,8,16,16,32,32,64,86,69293,22644,192
21690,Not Fit,11,16,16,32,32,32,86,69293,22642,192
666,Not Fit,5,16,16,32,32,128,86,69293,22646,192
667,Not Fit,8,16,16,32,32,64,86,69293,22644,192
665,Not Fit,11,16,16,32,32,32,86,69293,22642,192
14524,Not Fit,5,16,16,32,32,128,86,69293,22646,192
14525,Not Fit,8,16,16,32,32,64,86,69292,22641,192
14523,Not Fit,11,16,16,32,32,32,86,69293,22642,192
42980,Not Fit,5,16,16,32,32,128,86,69293,22646,192
42981,Not Fit,8,16,16,32,32,64,86,69293,22644,192
42979,Not Fit,11,16,16,32,32,32,86,69293,22642,192
25872,Not Fit,5,16,16,32,32,128,86,69293,22646,192
25873,Not Fit,8,16,16,32,32,64,86,69293,22644,192
25871,Not Fit,11,16,16,32,32,32,86,69293,22642,192
26228,Not Fit,5,16,16,32,32,128,86,69293,22646,192
26229,Not Fit,8,16,16,32,32,64,86,69293,22644,192
26227,Not Fit,11,16,16,32,32,32,86,69293,22642,192
42626,Not Fit,5,16,16,32,32,128,86,69293,22646,192
42627,Not Fit,8,16,16,32,32,64,86,69293,22644,192
42625,Not Fit,11,16,16,32,32,32,86,69293,22642,192
13109,Not Fit,5,16,16,32,32,128,86,69293,22646,192
13110,Not Fit,8,16,16,32,32,64,86,69293,22644,192
13108,Not Fit,11,16,16,32,32,32,86,69293,22642,192
45460,Not Fit,5,16,16,32,32,256,86,69293,22648,192
45461,Not Fit,8,16,16,32,32,128,86,69293,22646,192
45459,Not Fit,11,16,16,32,32,64,86,69293,22644,192
21874,Not Fit,5,16,16,32,32,256,86,69293,22648,192
21875,Not Fit,8,16,16,32,32,128,86,69293,22646,192
21873,Not Fit,11,16,16,32,32,64,86,69293,22644,192
13045,Not Fit,5,16,16,32,32,256,86,69293,22648,192
13046,Not Fit,8,16,16,32,32,128,86,69293,22646,192
13044,Not Fit,11,16,16,32,32,64,86,69293,22644,192
20205,Not Fit,5,16,16,32,32,256,86,69293,22648,192
20206,Not Fit,8,16,16,32,32,128,86,69293,22646,192
20204,Not Fit,11,16,16,32,32,64,86,69293,22644,192
31703,Not Fit,5,16,16,32,32,256,86,69293,22648,192
31704,Not Fit,8,16,16,32,32,128,86,69293,22646,192
31702,Not Fit,11,16,16,32,32,64,86,69293,22644,192
27618,Not Fit,5,16,16,32,32,256,86,69293,22648,192
27619,Not Fit,8,16,16,32,32,128,86,69293,22646,192
27617,Not Fit,11,16,16,32,32,64,86,69293,22644,192
18532,Not Fit,5,16,16,32,32,256,86,69293,22648,192
18533,Not Fit,8,16,16,32,32,128,86,69293,22646,192
18531,Not Fit,11,16,16,32,32,64,86,69293,22644,192
18617,Not Fit,5,16,16,32,32,256,86,69293,22648,192
18618,Not Fit,8,16,16,32,32,128,86,69293,22646,192
18616,Not Fit,11,16,16,32,32,64,86,69293,22644,192
43398,Not Fit,5,16,16,32,32,256,86,69293,22648,192
43399,Not Fit,8,16,16,32,32,128,86,69293,22646,192
43397,Not Fit,11,16,16,32,32,64,86,69293,22644,192
15853,Not Fit,5,16,16,32,32,256,86,69293,22648,192
15854,Not Fit,8,16,16,32,32,128,86,69293,22646,192
15852,Not Fit,11,16,16,32,32,64,86,69293,22644,192
16056,Not Fit,5,16,16,32,32,256,86,69293,22648,192
16057,Not Fit,8,16,16,32,32,128,86,69293,22646,192
16055,Not Fit,11,16,16,32,32,64,86,69293,22644,192
6049,Not Fit,5,16,16,32,32,256,86,69293,22648,192
6050,Not Fit,8,16,16,32,32,128,86,69293,22646,192
6048,Not Fit,11,16,16,32,32,64,86,69293,22644,192
8321,Not Fit,5,16,16,32,32,256,86,69293,22648,192
8322,Not Fit,8,16,16,32,32,128,86,69293,22646,192
8320,Not Fit,11,16,16,32,32,64,86,69293,22644,192
41786,Not Fit,5,16,16,32,32,256,86,69293,22648,192
41787,Not Fit,8,16,16,32,32,128,86,69293,22646,192
41785,Not Fit,11,16,16,32,32,64,86,69293,22644,192
38528,Not Fit,5,16,16,32,32,256,86,69293,22648,192
38529,Not Fit,8,16,16,32,32,128,86,69293,22646,192
38527,Not Fit,11,16,16,32,32,64,86,69293,22644,192
7053,Not Fit,5,16,16,32,32,256,86,69293,22648,192
7054,Not Fit,8,16,16,32,32,128,86,69293,22646,192
7052,Not Fit,11,16,16,32,32,64,86,69293,22644,192
6845,Not Fit,5,16,16,32,32,256,86,69293,22648,192
6846,Not Fit,8,16,16,32,32,128,86,69293,22646,192
6844,Not Fit,11,16,16,32,32,64,86,69293,22644,192
28146,Not Fit,5,16,16,32,32,256,86,69293,22648,192
28147,Not Fit,8,16,16,32,32,128,86,69293,22646,192
28145,Not Fit,11,16,16,32,32,64,86,69293,22644,192
17704,Not Fit,5,16,16,32,32,256,86,69293,22648,192
17705,Not Fit,8,16,16,32,32,128,86,69293,22646,192
17703,Not Fit,11,16,16,32,32,64,86,69293,22644,192
18127,Not Fit,5,16,16,32,32,256,86,69293,22648,192
18128,Not Fit,8,16,16,32,32,128,86,69293,22646,192
18126,Not Fit,11,16,16,32,32,64,86,69293,22644,192
2510,Not Fit,5,16,16,32,32,256,86,69293,22648,192
2511,Not Fit,8,16,16,32,32,128,86,69293,22646,192
2509,Not Fit,11,16,16,32,32,64,86,69293,22644,192
37697,Not Fit,5,16,16,32,32,256,86,69293,22648,192
37698,Not Fit,8,16,16,32,32,128,86,69293,22646,192
37696,Not Fit,11,16,16,32,32,64,86,69293,22644,192
7625,Not Fit,5,16,16,32,32,256,86,69293,22648,192
7626,Not Fit,8,16,16,32,32,128,86,69293,22646,192
7624,Not Fit,11,16,16,32,32,64,86,69293,22644,192
7469,Not Fit,5,16,16,32,32,256,86,69293,22648,192
7470,Not Fit,8,16,16,32,32,128,86,69293,22646,192
7468,Not Fit,11,16,16,32,32,64,86,69293,22644,192
27772,Not Fit,5,16,16,32,32,512,86,69296,22650,192
27773,Not Fit,8,16,16,32,32,256,86,69293,22648,192
27771,Not Fit,11,16,16,32,32,128,86,69293,22646,192
5362,Not Fit,5,16,16,32,32,512,86,69296,22650,192
5363,Not Fit,8,16,16,32,32,256,86,69293,22648,192
5361,Not Fit,11,16,16,32,32,128,86,69293,22646,192
39985,Not Fit,5,16,16,32,32,512,86,69296,22650,192
39986,Not Fit,8,16,16,32,32,256,86,69293,22648,192
39984,Not Fit,11,16,16,32,32,128,86,69293,22646,192
31081,Not Fit,5,16,16,32,32,512,86,69296,22650,192
31082,Not Fit,8,16,16,32,32,256,86,69293,22648,192
31080,Not Fit,11,16,16,32,32,128,86,69293,22646,192
46270,Not Fit,5,16,16,32,32,512,86,69296,22650,192
46271,Not Fit,8,16,16,32,32,256,86,69293,22648,192
46269,Not Fit,11,16,16,32,32,128,86,69293,22646,192
34366,Not Fit,5,16,16,32,32,512,86,69296,22650,192
34367,Not Fit,8,16,16,32,32,256,86,69293,22648,192
34365,Not Fit,11,16,16,32,32,128,86,69293,22646,192
324,Not Fit,5,16,16,32,32,512,86,69296,22650,192
325,Not Fit,8,16,16,32,32,256,86,69293,22648,192
323,Not Fit,11,16,16,32,32,128,86,69293,22646,192
20996,Not Fit,5,16,16,32,32,512,86,69296,22650,192
20997,Not Fit,8,16,16,32,32,256,86,69293,22648,192
20995,Not Fit,11,16,16,32,32,128,86,69293,22646,192
17314,Not Fit,5,16,16,32,32,512,86,69296,22650,192
17315,Not Fit,8,16,16,32,32,256,86,69293,22648,192
17313,Not Fit,11,16,16,32,32,128,86,69293,22646,192
47605,Not Fit,5,16,16,32,32,512,86,69296,22650,192
47606,Not Fit,8,16,16,32,32,256,86,69293,22648,192
47604,Not Fit,11,16,16,32,32,128,86,69293,22646,192
28298,Not Fit,5,16,16,32,32,512,86,69296,22650,192
28299,Not Fit,8,16,16,32,32,256,86,69293,22648,192
28297,Not Fit,11,16,16,32,32,128,86,69293,22646,192
28852,Not Fit,5,16,16,32,32,512,86,69296,22650,192
28853,Not Fit,8,16,16,32,32,256,86,69293,22648,192
28851,Not Fit,11,16,16,32,32,128,86,69293,22646,192
22075,Not Fit,5,16,16,32,32,512,86,69296,22650,192
22076,Not Fit,8,16,16,32,32,256,86,69293,22648,192
22074,Not Fit,11,16,16,32,32,128,86,69293,22646,192
12812,Not Fit,5,16,16,32,32,512,86,69296,22650,192
12813,Not Fit,8,16,16,32,32,256,86,69293,22648,192
12811,Not Fit,11,16,16,32,32,128,86,69293,22646,192
13287,Not Fit,5,16,16,32,32,512,86,69296,22650,192
13288,Not Fit,8,16,16,32,32,256,86,69293,22648,192
13286,Not Fit,11,16,16,32,32,128,86,69293,22646,192
30503,Not Fit,5,16,16,32,32,512,86,69296,22650,192
30504,Not Fit,8,16,16,32,32,256,86,69293,22648,192
30502,Not Fit,11,16,16,32,32,128,86,69293,22646,192
46483,Not Fit,5,16,16,32,32,512,86,69296,22650,192
46484,Not Fit,8,16,16,32,32,256,86,69293,22648,192
46482,Not Fit,11,16,16,32,32,128,86,69293,22646,192
20972,Not Fit,5,16,16,32,32,512,86,69296,22650,192
20973,Not Fit,8,16,16,32,32,256,86,69293,22648,192
20971,Not Fit,11,16,16,32,32,128,86,69293,22646,192
23179,Not Fit,2,32,24,1,16,128,0,2570.12380952381,1246,2
12558,Not Fit,2,32,24,1,16,256,0,2541.67058823529,1248,2
4850,Not Fit,2,32,24,1,16,512,0,2560.71428571429,1250,2
1970,Not Fit,2,32,24,1,32,128,2,4544.24175824176,2021,4
32388,Not Fit,2,32,24,1,32,256,2,4502.19402985075,2023,4
43227,Not Fit,2,32,24,1,32,512,2,4393.2,2025,4
10348,Fit,5,32,24,16,16,128,14,13507,6280.46153846154,32
10349,Fit,8,32,24,16,16,64,14,13507,6278,32
10347,Fit,11,32,24,16,16,32,14,13507,6276,32
11624,Fit,5,32,24,16,16,128,14,13507,6280,32
11625,Fit,8,32,24,16,16,64,14,13507,6278,32
11623,Fit,11,32,24,16,16,32,14,13507,6276,32
40084,Fit,5,32,24,16,16,128,14,13507,6283,32
40085,Fit,8,32,24,16,16,64,14,13507,6281,32
40083,Fit,11,32,24,16,16,32,14,13507,6276,32
23698,Not Fit,5,32,24,16,16,128,14,13507,6283,32
23699,Not Fit,8,32,24,16,16,64,14,13507,6278,32
23697,Not Fit,11,32,24,16,16,32,14,13507,6276,32
40590,Fit,5,32,24,16,16,128,14,13507,6280,32
40591,Fit,8,32,24,16,16,64,14,13507,6278,32
40589,Fit,11,32,24,16,16,32,14,13507,6276,32
19559,Fit,5,32,24,16,16,128,14,13507,6280,32
19560,Fit,8,32,24,16,16,64,14,13507,6278,32
19558,Fit,11,32,24,16,16,32,14,13507,6276,32
1446,Fit,5,32,24,16,16,128,14,13507,6280,32
1447,Fit,8,32,24,16,16,64,14,13507,6278,32
1445,Fit,11,32,24,16,16,32,14,13507,6276,32
31820,Fit,5,32,24,16,16,128,14,13507,6280,32
31821,Fit,8,32,24,16,16,64,14,13507,6278,32
31819,Fit,11,32,24,16,16,32,14,13507,6276,32
33394,Not Fit,5,32,24,16,16,128,14,13507,6280,32
33395,Not Fit,8,32,24,16,16,64,14,13507,6278,32
33393,Not Fit,11,32,24,16,16,32,14,13507,6276,32
45556,Fit,5,32,24,16,16,128,14,13507,6280,32
45557,Fit,8,32,24,16,16,64,14,13507,6278,32
45555,Fit,11,32,24,16,16,32,14,13507,6276,32
32234,Fit,5,32,24,16,16,128,14,13507,6280,32
32235,Fit,8,32,24,16,16,64,14,13507,6281,32
32233,Fit,11,32,24,16,16,32,14,13507,6276,32
27751,Fit,5,32,24,16,16,128,14,13507,6280,32
27752,Fit,8,32,24,16,16,64,14,13507,6278,32
27750,Fit,11,32,24,16,16,32,14,13507,6279,32
17956,Fit,5,32,24,16,16,128,14,13507,6280,32
17957,Fit,8,32,24,16,16,64,14,13507,6278,32
17955,Fit,11,32,24,16,16,32,14,13507,6276,32
17869,Fit,5,32,24,16,16,128,14,13507,6280,32
17870,Fit,8,32,24,16,16,64,14,13507,6278,32
17868,Fit,11,32,24,16,16,32,14,13507,6276,32
2952,Not Fit,5,32,24,16,16,128,14,13507,6280,32
2953,Not Fit,8,32,24,16,16,64,14,13507,6281,32
2951,Not Fit,11,32,24,16,16,32,14,13507,6276,32
7524,Fit,5,32,24,16,16,128,14,13507,6280,32
7525,Fit,8,32,24,16,16,64,14,13507,6278,32
7523,Fit,11,32,24,16,16,32,14,13507,6276,32
14453,Fit,5,32,24,16,16,128,14,13507,6280,32
14454,Fit,8,32,24,16,16,64,14,13507,6278,32
14452,Fit,11,32,24,16,16,32,14,13507,6276,32
25722,Not Fit,5,32,24,16,16,128,14,13507,6280,32
25723,Not Fit,8,32,24,16,16,64,14,13507,6278,32
25721,Not Fit,11,32,24,16,16,32,14,13507,6279,32
37740,Fit,5,32,24,16,16,128,14,13507,6280,32
37741,Fit,8,32,24,16,16,64,14,13507,6278,32
37739,Fit,11,32,24,16,16,32,14,13507,6276,32
42696,Not Fit,5,32,24,16,16,128,14,13507,6280,32
42697,Not Fit,8,32,24,16,16,64,14,13507,6278,32
42695,Not Fit,11,32,24,16,16,32,14,13507,6276,32
8821,Fit,5,32,24,16,16,128,14,13507,6280,32
8822,Fit,8,32,24,16,16,64,14,13507,6278,32
8820,Fit,11,32,24,16,16,32,14,13507,6276,32
45479,Not Fit,5,32,24,16,16,128,14,13507,6280,32
45480,Not Fit,8,32,24,16,16,64,14,13507,6278,32
45478,Not Fit,11,32,24,16,16,32,14,13507,6276,32
22398,Not Fit,5,32,24,16,16,128,14,13507,6280,32
22399,Not Fit,8,32,24,16,16,64,14,13507,6278,32
22397,Not Fit,11,32,24,16,16,32,14,13507,6276,32
38309,Not Fit,5,32,24,16,16,128,14,13507,6280,32
38310,Not Fit,8,32,24,16,16,64,14,13507,6278,32
38308,Not Fit,11,32,24,16,16,32,14,13507,6276,32
25838,Not Fit,5,32,24,16,16,128,14,13507,6280,32
25839,Not Fit,8,32,24,16,16,64,14,13507,6278,32
25837,Not Fit,11,32,24,16,16,32,14,13507,6276,32
7435,Not Fit,5,32,24,16,16,128,14,13507,6280,32
7436,Not Fit,8,32,24,16,16,64,14,13507,6278,32
7434,Not Fit,11,32,24,16,16,32,14,13507,6276,32
14430,Not Fit,5,32,24,16,16,128,14,13507,6280,32
14431,Not Fit,8,32,24,16,16,64,14,13507,6278,32
14429,Not Fit,11,32,24,16,16,32,14,13507,6276,32
7597,Not Fit,5,32,24,16,16,128,14,13507,6280,32
7598,Not Fit,8,32,24,16,16,64,14,13507,6278,32
7596,Not Fit,11,32,24,16,16,32,14,13507,6279,32
3905,Fit,5,32,24,16,16,128,14,13507,6280,32
3906,Fit,8,32,24,16,16,64,14,13507,6278,32
3904,Fit,11,32,24,16,16,32,14,13507,6276,32
16852,Fit,5,32,24,16,16,128,14,13507,6280,32
16853,Fit,8,32,24,16,16,64,14,13507,6278,32
16851,Fit,11,32,24,16,16,32,14,13507,6276,32
36381,Fit,5,32,24,16,16,128,14,13507,6280,32
36382,Fit,8,32,24,16,16,64,14,13507,6278,32
36380,Fit,11,32,24,16,16,32,14,13507,6276,32
29324,Not Fit,5,32,24,16,16,128,14,13507,6280,32
29325,Not Fit,8,32,24,16,16,64,14,13507,6278,32
29323,Not Fit,11,32,24,16,16,32,14,13507,6276,32
36209,Fit,5,32,24,16,16,128,14,13507,6280,32
36210,Fit,8,32,24,16,16,64,14,13507,6278,32
36208,Fit,11,32,24,16,16,32,14,13507,6276,32
38871,Fit,5,32,24,16,16,128,14,13507,6280,32
38872,Fit,8,32,24,16,16,64,14,13507,6278,32
38870,Fit,11,32,24,16,16,32,14,13507,6276,32
26304,Not Fit,5,32,24,16,16,128,14,13507,6280,32
26305,Not Fit,8,32,24,16,16,64,14,13507,6281,32
26303,Not Fit,11,32,24,16,16,32,14,13507,6276,32
6930,Fit,5,32,24,16,16,128,14,13507,6280,32
6931,Fit,8,32,24,16,16,64,14,13507,6281,32
6929,Fit,11,32,24,16,16,32,14,13507,6276,32
13889,Not Fit,5,32,24,16,16,128,14,13507,6280,32
13890,Not Fit,8,32,24,16,16,64,14,13507,6278,32
13888,Not Fit,11,32,24,16,16,32,14,13507,6276,32
7089,Not Fit,5,32,24,16,16,128,14,13507,6283,32
7090,Not Fit,8,32,24,16,16,64,14,13507,6278,32
7088,Not Fit,11,32,24,16,16,32,14,13507,6279,32
