model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_dense_resource,n_inputs_resources,sequence_length_resource,dense_size_resource,bram_18k,lut,ff,dsp48e
38811,Not Fit,18,128,128,16,1,1,0,1206,1272,1
45230,Not Fit,18,128,128,16,1,16,1,2678,2294,2
3442,Fit,19,128,128,16,1,1,0,1206,1272,1
48178,Fit,23,128,128,16,1,16,1,2678,2294,2
43720,Not Fit,19,128,128,16,1,1,0,1206,1272,1
40835,Not Fit,19,128,128,16,1,16,1,2678,2294,2
40836,Not Fit,21,128,128,16,1,1,0,1206,1272,1
5873,Not Fit,23,128,128,16,1,16,1,2678,2294,2
5874,Not Fit,25,128,128,16,1,1,0,1206,1272,1
62,Fit,8,128,128,32,1,1,0,2018,2295,1
36641,Fit,8,128,128,32,1,32,4,10623,4945,8
36640,Fit,10,128,128,32,1,1,0,2018,2295,1
1051,Fit,12,128,128,32,1,32,4,10623,4945,8
29919,Fit,8,128,128,32,1,1,0,2018,2295,1
48807,Fit,8,128,128,32,1,32,4,10623,4945,8
48806,Fit,10,128,128,32,1,1,0,2018,2295,1
5501,Fit,9,128,128,32,1,32,4,10623,4945,8
5500,Fit,11,128,128,32,1,1,0,2018,2295,1
40618,Fit,13,128,128,32,1,32,4,10623,4945,8
25405,Fit,9,128,128,32,1,1,0,2018,2295,1
40032,Not Fit,9,128,128,32,1,32,4,10623,4945,8
40030,Not Fit,11,128,128,32,1,1,0,2018,2295,1
5454,Not Fit,13,128,128,32,1,32,4,10623,4945,8
25183,Fit,10,128,128,32,1,1,0,2018,2295,1
22634,Fit,10,128,128,32,1,32,4,10623,4945,8
22633,Fit,12,128,128,32,1,1,0,2018,2295,1
14302,Not Fit,14,128,128,32,1,32,4,10623,4945,8
10933,Not Fit,8,128,128,32,1,1,0,2018,2295,1
41047,Not Fit,12,128,128,32,1,32,4,10623,4945,8
49253,Fit,9,128,128,32,1,1,0,2018,2295,1
28360,Fit,9,128,128,32,1,32,4,10623,4945,8
28359,Fit,11,128,128,32,1,1,0,2018,2295,1
33,Fit,9,128,128,32,1,32,4,10623,4945,8
32,Fit,11,128,128,32,1,1,0,2018,2295,1
35504,Fit,13,128,128,32,1,32,4,10623,4945,8
2943,Fit,10,128,128,32,1,1,0,2018,2295,1
19867,Not Fit,10,128,128,32,1,32,4,10623,4945,8
39521,Fit,11,128,128,32,1,1,0,2018,2295,1
44590,Fit,11,128,128,32,1,32,4,10623,4945,8
49149,Fit,11,128,128,32,1,1,0,2018,2295,1
28710,Fit,11,128,128,32,1,32,4,10623,4945,8
28709,Fit,13,128,128,32,1,1,0,2018,2295,1
21146,Fit,15,128,128,32,1,32,4,10623,4945,8
34337,Fit,11,128,128,32,1,1,0,2018,2295,1
47306,Fit,11,128,128,32,1,32,4,10623,4945,8
47146,Fit,12,128,128,32,1,1,0,2018,2295,1
34866,Fit,12,128,128,32,1,32,4,10623,4945,8
34865,Fit,14,128,128,32,1,1,0,2018,2295,1
5045,Fit,16,128,128,32,1,32,4,10623,4945,8
39353,Fit,12,128,128,32,1,1,0,2018,2295,1
23996,Not Fit,12,128,128,32,1,32,4,10623,4945,8
23994,Not Fit,14,128,128,32,1,1,0,2018,2295,1
15573,Not Fit,16,128,128,32,1,32,4,10623,4945,8
42396,Fit,13,128,128,32,1,1,0,2018,2295,1
6785,Fit,17,128,128,32,1,32,4,10623,4945,8
9923,Fit,11,128,128,32,1,1,0,2018,2295,1
15161,Fit,11,128,128,32,1,32,4,10623,4945,8
15160,Fit,13,128,128,32,1,1,0,2018,2295,1
23764,Fit,15,128,128,32,1,32,4,10623,4945,8
23761,Fit,17,128,128,32,1,1,0,2018,2295,1
11504,Fit,12,128,128,32,1,32,4,10623,4945,8
11503,Fit,14,128,128,32,1,1,0,2018,2295,1
25285,Fit,16,128,128,32,1,32,4,10623,4945,8
25282,Fit,18,128,128,32,1,1,0,2018,2295,1
21390,Fit,12,128,128,32,1,32,4,10623,4945,8
21389,Fit,14,128,128,32,1,1,0,2018,2295,1
29080,Fit,16,128,128,32,1,32,4,10623,4945,8
4511,Not Fit,12,128,128,32,1,1,0,2018,2295,1
46801,Not Fit,16,128,128,32,1,32,4,10623,4945,8
18826,Fit,13,128,128,32,1,1,0,2018,2295,1
1348,Not Fit,13,128,128,32,1,32,4,10623,4945,8
1346,Not Fit,15,128,128,32,1,1,0,2018,2295,1
36925,Not Fit,17,128,128,32,1,32,4,10623,4945,8
47211,Fit,17,128,128,32,1,1,0,2018,2295,1
34986,Fit,17,128,128,32,1,32,4,10623,4945,8
34985,Fit,19,128,128,32,1,1,0,2018,2295,1
4930,Fit,21,128,128,32,1,32,4,10623,4945,8
4927,Fit,23,128,128,32,1,1,0,2018,2295,1
13522,Fit,17,128,128,32,1,32,4,10623,4945,8
13521,Fit,19,128,128,32,1,1,0,2018,2295,1
21900,Fit,21,128,128,32,1,32,4,10623,4945,8
9100,Fit,17,128,128,32,1,1,0,2018,2295,1
45304,Fit,21,128,128,32,1,32,4,10623,4945,8
2765,Fit,18,128,128,32,1,1,0,2018,2295,1
47738,Fit,22,128,128,32,1,32,4,10623,4945,8
47735,Fit,24,128,128,32,1,1,0,2018,2295,1
20574,Fit,18,128,128,32,1,32,4,10623,4945,8
20572,Fit,20,128,128,32,1,1,0,2018,2295,1
28196,Fit,22,128,128,32,1,32,4,10623,4945,8
28192,Fit,24,128,128,32,1,1,0,2018,2295,1
15232,Fit,19,128,128,32,1,32,4,10623,4945,8
15231,Fit,21,128,128,32,1,1,0,2018,2295,1
23738,Fit,23,128,128,32,1,32,4,10623,4945,8
23735,Fit,25,128,128,32,1,1,0,2018,2295,1
616,Fit,19,128,128,32,1,32,4,10623,4945,8
615,Fit,21,128,128,32,1,1,0,2018,2295,1
35545,Fit,23,128,128,32,1,32,4,10623,4945,8
17261,Not Fit,19,128,128,32,1,1,0,2018,2295,1
48925,Not Fit,23,128,128,32,1,32,4,10623,4945,8
48921,Not Fit,25,128,128,32,1,1,0,2018,2295,1
11784,Fit,17,128,128,32,1,32,4,10623,4945,8
11782,Fit,19,128,128,32,1,1,0,2018,2295,1
25065,Fit,21,128,128,32,1,32,4,10623,4945,8
33377,Fit,17,128,128,32,1,1,0,2018,2295,1
47920,Fit,17,128,128,32,1,32,4,10623,4945,8
47918,Fit,19,128,128,32,1,1,0,2018,2295,1
27141,Fit,17,128,128,32,1,32,4,10623,4945,8
27139,Fit,19,128,128,32,1,1,0,2018,2295,1
19160,Fit,21,128,128,32,1,32,4,10623,4945,8
17637,Fit,18,128,128,32,1,1,0,2018,2295,1
23112,Fit,18,128,128,32,1,32,4,10623,4945,8
23111,Fit,20,128,128,32,1,1,0,2018,2295,1
14481,Fit,22,128,128,32,1,32,4,10623,4945,8
37917,Not Fit,18,128,128,32,1,1,0,2018,2295,1
45172,Not Fit,18,128,128,32,1,32,4,10623,4945,8
45170,Not Fit,20,128,128,32,1,1,0,2018,2295,1
35295,Fit,19,128,128,32,1,32,4,10623,4945,8
35294,Fit,21,128,128,32,1,1,0,2018,2295,1
223,Fit,23,128,128,32,1,32,4,10623,4945,8
43185,Not Fit,19,128,128,32,1,1,0,2018,2295,1
40571,Not Fit,19,128,128,32,1,32,4,10623,4945,8
40569,Not Fit,21,128,128,32,1,1,0,2018,2295,1
5518,Not Fit,23,128,128,32,1,32,4,10623,4945,8
5514,Not Fit,25,128,128,32,1,1,0,2018,2295,1
35922,Not Fit,8,128,128,32,1,32,4,10623,4945,8
6477,Not Fit,8,128,128,32,1,1,0,2018,2295,1
43454,Not Fit,12,128,128,32,1,32,4,10623,4945,8
43452,Not Fit,14,128,128,32,1,1,0,2018,2295,1
10915,Not Fit,8,128,128,32,1,32,4,10623,4945,8
10914,Not Fit,10,128,128,32,1,1,0,2018,2295,1
24479,Not Fit,12,128,128,32,1,32,4,10623,4945,8
40212,Fit,9,128,128,32,1,1,0,2018,2295,1
43367,Fit,9,128,128,32,1,32,4,10623,4945,8
43366,Fit,11,128,128,32,1,1,0,2018,2295,1
17371,Not Fit,9,128,128,32,1,32,4,10623,4945,8
17370,Not Fit,11,128,128,32,1,1,0,2018,2295,1
31118,Not Fit,13,128,128,32,1,32,4,10623,4945,8
31116,Not Fit,15,128,128,32,1,1,0,2018,2295,1
11963,Fit,10,128,128,32,1,32,4,10623,4945,8
11962,Fit,12,128,128,32,1,1,0,2018,2295,1
25636,Fit,14,128,128,32,1,32,4,10623,4945,8
47317,Fit,10,128,128,32,1,1,0,2018,2295,1
34311,Fit,10,128,128,32,1,32,4,10623,4945,8
34310,Fit,12,128,128,32,1,1,0,2018,2295,1
4811,Fit,14,128,128,32,1,32,4,10623,4945,8
4808,Fit,16,128,128,32,1,1,0,2018,2295,1
10428,Fit,11,128,128,32,1,32,4,10623,4945,8
10427,Fit,13,128,128,32,1,1,0,2018,2295,1
39801,Fit,15,128,128,32,1,32,4,10623,4945,8
15189,Fit,11,128,128,32,1,1,0,2018,2295,1
9937,Fit,11,128,128,32,1,32,4,10623,4945,8
9936,Fit,13,128,128,32,1,1,0,2018,2295,1
39627,Fit,15,128,128,32,1,32,4,10623,4945,8
4749,Fit,12,128,128,32,1,1,0,2018,2295,1
47405,Fit,16,128,128,32,1,32,4,10623,4945,8
47402,Fit,18,128,128,32,1,1,0,2018,2295,1
4459,Fit,12,128,128,32,1,32,4,10623,4945,8
4458,Fit,14,128,128,32,1,1,0,2018,2295,1
34002,Fit,16,128,128,32,1,32,4,10623,4945,8
33999,Fit,18,128,128,32,1,1,0,2018,2295,1
28732,Fit,13,128,128,32,1,32,4,10623,4945,8
28731,Fit,15,128,128,32,1,1,0,2018,2295,1
21100,Fit,17,128,128,32,1,32,4,10623,4945,8
1411,Fit,13,128,128,32,1,1,0,2018,2295,1
45866,Not Fit,17,128,128,32,1,32,4,10623,4945,8
45863,Not Fit,19,128,128,32,1,1,0,2018,2295,1
18855,Not Fit,13,128,128,32,1,32,4,10623,4945,8
18853,Not Fit,15,128,128,32,1,1,0,2018,2295,1
32132,Not Fit,17,128,128,32,1,32,4,10623,4945,8
49078,Not Fit,11,128,128,32,1,1,0,2018,2295,1
30633,Not Fit,11,128,128,32,1,32,4,10623,4945,8
47347,Not Fit,11,128,128,32,1,1,0,2018,2295,1
34298,Not Fit,11,128,128,32,1,32,4,10623,4945,8
34297,Not Fit,13,128,128,32,1,1,0,2018,2295,1
49161,Not Fit,11,128,128,32,1,32,4,10623,4945,8
44015,Not Fit,12,128,128,32,1,1,0,2018,2295,1
39367,Not Fit,12,128,128,32,1,32,4,10623,4945,8
39365,Not Fit,14,128,128,32,1,1,0,2018,2295,1
9629,Not Fit,16,128,128,32,1,32,4,10623,4945,8
9625,Not Fit,18,128,128,32,1,1,0,2018,2295,1
5201,Fit,13,128,128,32,1,32,4,10623,4945,8
5200,Fit,15,128,128,32,1,1,0,2018,2295,1
40110,Fit,17,128,128,32,1,32,4,10623,4945,8
40107,Fit,19,128,128,32,1,1,0,2018,2295,1
26771,Not Fit,13,128,128,32,1,32,4,10623,4945,8
26770,Not Fit,15,128,128,32,1,1,0,2018,2295,1
13271,Not Fit,17,128,128,32,1,32,4,10623,4945,8
13268,Not Fit,19,128,128,32,1,1,0,2018,2295,1
42411,Not Fit,13,128,128,32,1,32,4,10623,4945,8
4611,Fit,17,128,128,32,1,1,0,2018,2295,1
47515,Fit,21,128,128,32,1,32,4,10623,4945,8
47995,Fit,17,128,128,32,1,1,0,2018,2295,1
33342,Fit,17,128,128,32,1,32,4,10623,4945,8
33341,Fit,19,128,128,32,1,1,0,2018,2295,1
3727,Fit,21,128,128,32,1,32,4,10623,4945,8
3724,Fit,23,128,128,32,1,1,0,2018,2295,1
10406,Fit,18,128,128,32,1,32,4,10623,4945,8
10405,Fit,20,128,128,32,1,1,0,2018,2295,1
39882,Fit,22,128,128,32,1,32,4,10623,4945,8
45106,Fit,18,128,128,32,1,1,0,2018,2295,1
37940,Fit,18,128,128,32,1,32,4,10623,4945,8
37939,Fit,20,128,128,32,1,1,0,2018,2295,1
7937,Fit,22,128,128,32,1,32,4,10623,4945,8
40548,Fit,19,128,128,32,1,1,0,2018,2295,1
43209,Fit,19,128,128,32,1,32,4,10623,4945,8
43208,Fit,21,128,128,32,1,1,0,2018,2295,1
25343,Not Fit,19,128,128,32,1,32,4,10623,4945,8
25341,Not Fit,21,128,128,32,1,1,0,2018,2295,1
11430,Not Fit,23,128,128,32,1,32,4,10623,4945,8
25387,Fit,17,128,128,32,1,1,0,2018,2295,1
9121,Fit,17,128,128,32,1,32,4,10623,4945,8
9119,Fit,19,128,128,32,1,1,0,2018,2295,1
38836,Fit,21,128,128,32,1,32,4,10623,4945,8
49009,Fit,18,128,128,32,1,1,0,2018,2295,1
30469,Fit,18,128,128,32,1,32,4,10623,4945,8
30468,Fit,20,128,128,32,1,1,0,2018,2295,1
17185,Fit,22,128,128,32,1,32,4,10623,4945,8
20526,Fit,18,128,128,32,1,1,0,2018,2295,1
2701,Not Fit,18,128,128,32,1,32,4,10623,4945,8
2699,Not Fit,20,128,128,32,1,1,0,2018,2295,1
32347,Not Fit,22,128,128,32,1,32,4,10623,4945,8
510,Fit,19,128,128,32,1,1,0,2018,2295,1
46332,Fit,23,128,128,32,1,32,4,10623,4945,8
46329,Fit,25,128,128,32,1,1,0,2018,2295,1
17285,Fit,19,128,128,32,1,32,4,10623,4945,8
17284,Fit,21,128,128,32,1,1,0,2018,2295,1
30426,Not Fit,23,128,128,32,1,32,4,10623,4945,8
638,Not Fit,19,128,128,32,1,1,0,2018,2295,1
46248,Not Fit,23,128,128,32,1,32,4,10623,4945,8
28048,Not Fit,9,128,128,32,1,1,0,2018,2295,1
32809,Not Fit,14,128,128,32,1,32,4,10623,4945,8
7713,Not Fit,9,128,128,32,1,1,0,2018,2295,1
42683,Not Fit,13,128,128,32,1,32,4,10623,4945,8
42681,Not Fit,15,128,128,32,1,1,0,2018,2295,1
25860,Not Fit,10,128,128,32,1,32,4,10623,4945,8
25859,Not Fit,12,128,128,32,1,1,0,2018,2295,1
12493,Not Fit,14,128,128,32,1,32,4,10623,4945,8
12490,Not Fit,16,128,128,32,1,1,0,2018,2295,1
18236,Not Fit,11,128,128,32,1,32,4,10623,4945,8
18235,Not Fit,13,128,128,32,1,1,0,2018,2295,1
31516,Not Fit,15,128,128,32,1,32,4,10623,4945,8
44321,Not Fit,11,128,128,32,1,1,0,2018,2295,1
39654,Not Fit,11,128,128,32,1,32,4,10623,4945,8
39653,Not Fit,13,128,128,32,1,1,0,2018,2295,1
10569,Not Fit,15,128,128,32,1,32,4,10623,4945,8
29570,Not Fit,12,128,128,32,1,1,0,2018,2295,1
49354,Not Fit,12,128,128,32,1,32,4,10623,4945,8
42592,Fit,13,128,128,32,1,1,0,2018,2295,1
7838,Fit,17,128,128,32,1,32,4,10623,4945,8
48649,Not Fit,13,128,128,32,1,1,0,2018,2295,1
18431,Not Fit,17,128,128,32,1,32,4,10623,4945,8
32849,Fit,12,128,128,32,1,1,0,2018,2295,1
19908,Fit,13,128,128,32,1,32,4,10623,4945,8
19907,Fit,15,128,128,32,1,1,0,2018,2295,1
28019,Not Fit,17,128,128,32,1,32,4,10623,4945,8
28016,Not Fit,19,128,128,32,1,1,0,2018,2295,1
42098,Not Fit,17,128,128,32,1,32,4,10623,4945,8
12303,Fit,17,128,128,32,1,1,0,2018,2295,1
3265,Fit,17,128,128,32,1,32,4,10623,4945,8
3264,Fit,19,128,128,32,1,1,0,2018,2295,1
33222,Fit,21,128,128,32,1,32,4,10623,4945,8
19465,Fit,17,128,128,32,1,1,0,2018,2295,1
18002,Fit,18,128,128,32,1,32,4,10623,4945,8
18001,Fit,20,128,128,32,1,1,0,2018,2295,1
31622,Fit,22,128,128,32,1,32,4,10623,4945,8
14339,Fit,18,128,128,32,1,1,0,2018,2295,1
8513,Not Fit,18,128,128,32,1,32,4,10623,4945,8
8511,Not Fit,20,128,128,32,1,1,0,2018,2295,1
38032,Not Fit,22,128,128,32,1,32,4,10623,4945,8
38028,Not Fit,24,128,128,32,1,1,0,2018,2295,1
12115,Fit,19,128,128,32,1,32,4,10623,4945,8
12114,Fit,21,128,128,32,1,1,0,2018,2295,1
25444,Not Fit,23,128,128,32,1,32,4,10623,4945,8
45442,Fit,17,128,128,32,1,1,0,2018,2295,1
38483,Fit,17,128,128,32,1,32,4,10623,4945,8
38481,Fit,19,128,128,32,1,1,0,2018,2295,1
8781,Not Fit,21,128,128,32,1,32,4,10623,4945,8
44909,Fit,18,128,128,32,1,1,0,2018,2295,1
37677,Fit,18,128,128,32,1,32,4,10623,4945,8
37676,Fit,20,128,128,32,1,1,0,2018,2295,1
8245,Fit,22,128,128,32,1,32,4,10623,4945,8
8242,Fit,24,128,128,32,1,1,0,2018,2295,1
32973,Fit,18,128,128,32,1,32,4,10623,4945,8
32972,Fit,20,128,128,32,1,1,0,2018,2295,1
2835,Not Fit,22,128,128,32,1,32,4,10623,4945,8
28104,Not Fit,18,128,128,32,1,1,0,2018,2295,1
49683,Not Fit,18,128,128,32,1,32,4,10623,4945,8
35458,Not Fit,19,128,128,32,1,1,0,2018,2295,1
30981,Not Fit,19,128,128,32,1,32,4,10623,4945,8
30979,Not Fit,21,128,128,32,1,1,0,2018,2295,1
17387,Not Fit,23,128,128,32,1,32,4,10623,4945,8
17383,Not Fit,25,128,128,32,1,1,0,2018,2295,1
16026,Fit,8,128,128,64,1,1,0,3582,4345,1
23453,Fit,8,128,128,64,1,64,14,18430,10478,32
23452,Fit,10,128,128,64,1,1,0,3582,4345,1
14777,Not Fit,12,128,128,64,1,64,14,18430,10478,32
39962,Fit,8,128,128,64,1,1,0,3582,4345,1
21305,Fit,9,128,128,64,1,64,14,18430,10478,32
21304,Fit,11,128,128,64,1,1,0,3582,4345,1
29141,Fit,13,128,128,64,1,64,14,18430,10478,32
34276,Fit,10,128,128,64,1,1,0,3582,4345,1
46843,Fit,10,128,128,64,1,64,14,18430,10478,32
45620,Not Fit,10,128,128,64,1,1,0,3582,4345,1
37108,Not Fit,10,128,128,64,1,64,14,18430,10478,32
37107,Not Fit,12,128,128,64,1,1,0,3582,4345,1
1767,Not Fit,14,128,128,64,1,64,14,18430,10478,32
1764,Not Fit,16,128,128,64,1,1,0,3582,4345,1
41012,Fit,9,128,128,64,1,64,14,18430,10478,32
41011,Fit,11,128,128,64,1,1,0,3582,4345,1
6534,Fit,13,128,128,64,1,64,14,18430,10478,32
6532,Fit,15,128,128,64,1,1,0,3582,4345,1
16084,Not Fit,9,128,128,64,1,64,14,18430,10478,32
16083,Not Fit,11,128,128,64,1,1,0,3582,4345,1
24285,Not Fit,13,128,128,64,1,64,14,18430,10478,32
43627,Fit,11,128,128,64,1,1,0,3582,4345,1
40748,Fit,11,128,128,64,1,64,14,18430,10478,32
40747,Fit,13,128,128,64,1,1,0,3582,4345,1
5994,Fit,15,128,128,64,1,64,14,18430,10478,32
24946,Fit,11,128,128,64,1,1,0,3582,4345,1
24426,Fit,12,128,128,64,1,64,14,18430,10478,32
24425,Fit,14,128,128,64,1,1,0,3582,4345,1
11033,Fit,16,128,128,64,1,64,14,18430,10478,32
30647,Fit,12,128,128,64,1,1,0,3582,4345,1
49092,Fit,12,128,128,64,1,64,14,18430,10478,32
46471,Not Fit,12,128,128,64,1,1,0,3582,4345,1
35908,Not Fit,12,128,128,64,1,64,14,18430,10478,32
35907,Not Fit,14,128,128,64,1,1,0,3582,4345,1
366,Not Fit,16,128,128,64,1,64,14,18430,10478,32
6463,Fit,13,128,128,64,1,1,0,3582,4345,1
43505,Fit,17,128,128,64,1,64,14,18430,10478,32
43502,Fit,19,128,128,64,1,1,0,3582,4345,1
20229,Not Fit,17,128,128,64,1,64,14,18430,10478,32
9390,Fit,11,128,128,64,1,1,0,3582,4345,1
44182,Not Fit,15,128,128,64,1,64,14,18430,10478,32
16750,Fit,11,128,128,64,1,1,0,3582,4345,1
777,Not Fit,11,128,128,64,1,64,14,18430,10478,32
776,Not Fit,13,128,128,64,1,1,0,3582,4345,1
36196,Not Fit,15,128,128,64,1,64,14,18430,10478,32
36193,Not Fit,17,128,128,64,1,1,0,3582,4345,1
4348,Fit,12,128,128,64,1,64,14,18430,10478,32
4347,Fit,14,128,128,64,1,1,0,3582,4345,1
34173,Fit,16,128,128,64,1,64,14,18430,10478,32
34170,Fit,18,128,128,64,1,1,0,3582,4345,1
5788,Fit,12,128,128,64,1,64,14,18430,10478,32
5787,Fit,14,128,128,64,1,1,0,3582,4345,1
40262,Not Fit,16,128,128,64,1,64,14,18430,10478,32
8227,Not Fit,13,128,128,64,1,1,0,3582,4345,1
44876,Not Fit,17,128,128,64,1,64,14,18430,10478,32
44873,Not Fit,19,128,128,64,1,1,0,3582,4345,1
14733,Not Fit,13,128,128,64,1,64,14,18430,10478,32
14732,Not Fit,15,128,128,64,1,1,0,3582,4345,1
22862,Not Fit,17,128,128,64,1,64,14,18430,10478,32
22859,Not Fit,19,128,128,64,1,1,0,3582,4345,1
24723,Fit,17,128,128,64,1,64,14,18430,10478,32
24722,Fit,19,128,128,64,1,1,0,3582,4345,1
10682,Fit,21,128,128,64,1,64,14,18430,10478,32
10679,Fit,23,128,128,64,1,1,0,3582,4345,1
2153,Fit,17,128,128,64,1,64,14,18430,10478,32
2152,Fit,19,128,128,64,1,1,0,3582,4345,1
37654,Fit,21,128,128,64,1,64,14,18430,10478,32
17731,Fit,17,128,128,64,1,1,0,3582,4345,1
29594,Fit,16,128,128,64,1,16,4,6551,5860,8
30280,Fit,16,128,128,64,1,64,14,17991,10489,32
13318,Fit,18,128,128,64,1,1,0,3582,4345,1
6805,Not Fit,18,128,128,64,1,64,14,18430,10478,32
6804,Not Fit,20,128,128,64,1,1,0,3582,4345,1
41314,Not Fit,22,128,128,64,1,64,14,18430,10478,32
41311,Not Fit,24,128,128,64,1,1,0,3582,4345,1
3988,Fit,17,128,128,64,1,16,4,6551,5860,8
15233,Fit,17,128,128,64,1,32,7,10383,7401,16
742,Fit,19,128,128,64,1,64,14,18210.5,10483.5,32
741,Fit,21,128,128,64,1,1,0,3582,4345,1
33905,Fit,17,128,128,64,1,16,4,6551,5860,8
23739,Fit,17,128,128,64,1,32,7,10383,7401,16
36243,Fit,23,128,128,64,1,64,14,18320.25,10480.75,32
36240,Fit,25,128,128,64,1,1,0,3582,4345,1
15708,Fit,19,128,128,64,1,64,14,18430,10478,32
15707,Fit,21,128,128,64,1,1,0,3582,4345,1
23972,Not Fit,23,128,128,64,1,64,14,18430,10478,32
9727,Not Fit,19,128,128,64,1,1,0,3582,4345,1
43923,Not Fit,23,128,128,64,1,64,14,18430,10478,32
43920,Not Fit,25,128,128,64,1,1,0,3582,4345,1
4439,Fit,17,128,128,64,1,64,14,18430,10478,32
4438,Fit,19,128,128,64,1,1,0,3582,4345,1
34023,Not Fit,21,128,128,64,1,64,14,18430,10478,32
42609,Fit,17,128,128,64,1,1,0,3582,4345,1
41684,Fit,17,128,128,64,1,64,14,18430,10478,32
41683,Fit,19,128,128,64,1,1,0,3582,4345,1
7815,Not Fit,21,128,128,64,1,64,14,18430,10478,32
7812,Not Fit,23,128,128,64,1,1,0,3582,4345,1
6011,Fit,16,128,128,64,1,16,4,6551,5860,8
17638,Fit,16,128,128,64,1,32,7,10383,7401,16
9404,Fit,16,128,128,64,1,64,14,17991,10489,32
9403,Fit,18,128,128,64,1,1,0,3582,4345,1
44156,Fit,22,128,128,64,1,64,14,18320.25,10480.75,32
44153,Fit,24,128,128,64,1,1,0,3582,4345,1
36966,Fit,18,128,128,64,1,64,14,18430,10478,32
36965,Fit,20,128,128,64,1,1,0,3582,4345,1
1301,Not Fit,22,128,128,64,1,64,14,18430,10478,32
32201,Not Fit,18,128,128,64,1,1,0,3582,4345,1
24784,Fit,17,128,128,64,1,16,4,6551,5860,8
35296,Fit,17,128,128,64,1,32,7,10383,7404,16
24151,Fit,19,128,128,64,1,64,14,18210.5,10483.5,32
24150,Fit,21,128,128,64,1,1,0,3582,4345,1
11380,Fit,17,128,128,64,1,16,4,6551,5860,8
224,Fit,17,128,128,64,1,32,7,10383,7401,16
16244,Not Fit,23,128,128,64,1,64,14,18320.25,10480.75,32
34070,Fit,19,128,128,64,1,1,0,3582,4345,1
29159,Not Fit,19,128,128,64,1,64,14,18430,10478,32
29158,Not Fit,21,128,128,64,1,1,0,3582,4345,1
21259,Not Fit,23,128,128,64,1,64,14,18430,10478,32
29581,Fit,9,128,128,64,1,1,0,3582,4345,1
49409,Not Fit,9,128,128,64,1,64,14,18430,10478,32
49408,Not Fit,11,128,128,64,1,1,0,3582,4345,1
3951,Not Fit,10,128,128,64,1,64,14,18430,10478,32
3950,Not Fit,12,128,128,64,1,1,0,3582,4345,1
33929,Not Fit,14,128,128,64,1,64,14,18430,10478,32
6136,Not Fit,9,128,128,64,1,1,0,3582,4345,1
24957,Not Fit,10,128,128,64,1,64,14,18430,10478,32
24956,Not Fit,12,128,128,64,1,1,0,3582,4345,1
11269,Not Fit,14,128,128,64,1,64,14,18430,10478,32
11266,Not Fit,16,128,128,64,1,1,0,3582,4345,1
16569,Not Fit,11,128,128,64,1,64,14,18430,10478,32
16568,Not Fit,13,128,128,64,1,1,0,3582,4345,1
29693,Not Fit,15,128,128,64,1,64,14,18430,10478,32
764,Fit,11,128,128,64,1,1,0,3582,4345,1
16737,Not Fit,11,128,128,64,1,64,14,18430,10478,32
16736,Not Fit,13,128,128,64,1,1,0,3582,4345,1
30126,Not Fit,15,128,128,64,1,64,14,18430,10478,32
11311,Fit,12,128,128,64,1,1,0,3582,4345,1
11748,Not Fit,12,128,128,64,1,64,14,18430,10478,32
11747,Not Fit,14,128,128,64,1,1,0,3582,4345,1
25104,Not Fit,16,128,128,64,1,64,14,18430,10478,32
25101,Not Fit,18,128,128,64,1,1,0,3582,4345,1
40731,Fit,13,128,128,64,1,64,14,18430,10478,32
40730,Fit,15,128,128,64,1,1,0,3582,4345,1
6032,Not Fit,17,128,128,64,1,64,14,18430,10478,32
33846,Fit,12,128,128,64,1,1,0,3582,4345,1
47064,Fit,12,128,128,64,1,64,14,18430,10478,32
35884,Not Fit,12,128,128,64,1,1,0,3582,4345,1
21495,Fit,13,128,128,64,1,64,14,18430,10478,32
21494,Fit,15,128,128,64,1,1,0,3582,4345,1
29649,Not Fit,17,128,128,64,1,64,14,18430,10478,32
29646,Not Fit,19,128,128,64,1,1,0,3582,4345,1
32626,Not Fit,13,128,128,64,1,64,14,18430,10478,32
32625,Not Fit,15,128,128,64,1,1,0,3582,4345,1
2494,Not Fit,17,128,128,64,1,64,14,18430,10478,32
41705,Fit,17,128,128,64,1,1,0,3582,4345,1
42551,Fit,17,128,128,64,1,64,14,18430,10478,32
42550,Fit,19,128,128,64,1,1,0,3582,4345,1
25776,Fit,17,128,128,64,1,64,14,18430,10478,32
25775,Fit,19,128,128,64,1,1,0,3582,4345,1
12537,Fit,21,128,128,64,1,64,14,18430,10478,32
12534,Fit,23,128,128,64,1,1,0,3582,4345,1
16270,Fit,18,128,128,64,1,64,14,18430,10478,32
16269,Fit,20,128,128,64,1,1,0,3582,4345,1
29996,Fit,22,128,128,64,1,64,14,18430,10478,32
29993,Fit,24,128,128,64,1,1,0,3582,4345,1
32179,Fit,18,128,128,64,1,64,14,18430,10478,32
32178,Fit,20,128,128,64,1,1,0,3582,4345,1
18712,Not Fit,22,128,128,64,1,64,14,18430,10478,32
29202,Fit,19,128,128,64,1,1,0,3582,4345,1
34128,Not Fit,19,128,128,64,1,64,14,18430,10478,32
34127,Not Fit,21,128,128,64,1,1,0,3582,4345,1
4386,Not Fit,23,128,128,64,1,64,14,18430,10478,32
33829,Fit,17,128,128,64,1,1,0,3582,4345,1
