model_number,fit_status,layer_index,reuse_factor,correct_reuse_factor_latency,cnn_filters_latency,n_inputs_latency,sequence_length_latency,latency_min,latency_max
39230,Not Fit,8,64,48,32,32,128,396,3828
39231,Not Fit,11,64,48,32,32,64,204,1972
43605,Not Fit,5,64,48,32,32,256,780,7540
43606,Not Fit,8,64,48,32,32,128,396,3828
43607,Not Fit,11,64,48,32,32,64,204,1972
5944,Not Fit,5,64,48,32,32,256,780,7540
5945,Not Fit,8,64,48,32,32,128,396,3828
5946,Not Fit,11,64,48,32,32,64,204,1972
6568,Not Fit,5,64,48,32,32,256,780,7540
6569,Not Fit,8,64,48,32,32,128,396,3828
6570,Not Fit,11,64,48,32,32,64,204,1972
15526,Not Fit,5,64,48,32,32,256,780,7540
15527,Not Fit,8,64,48,32,32,128,396,3828
15528,Not Fit,11,64,48,32,32,64,204,1972
35840,Not Fit,5,64,48,32,32,256,780,7540
35841,Not Fit,8,64,48,32,32,128,396,3828
35842,Not Fit,11,64,48,32,32,64,204,1972
17407,Fit,5,64,48,32,32,256,780,7540
17408,Fit,8,64,48,32,32,128,396,3828
17409,Fit,11,64,48,32,32,64,204,1972
4824,Not Fit,5,64,48,32,32,256,780,7540
4825,Not Fit,8,64,48,32,32,128,396,3828
4826,Not Fit,11,64,48,32,32,64,204,1972
17150,Not Fit,5,64,48,32,32,256,780,7540
17151,Not Fit,8,64,48,32,32,128,396,3828
17152,Not Fit,11,64,48,32,32,64,204,1972
39814,Not Fit,5,64,48,32,32,256,780,7540
39815,Not Fit,8,64,48,32,32,128,396,3828
39816,Not Fit,11,64,48,32,32,64,204,1972
5154,Not Fit,5,64,48,32,32,256,780,7540
5155,Not Fit,8,64,48,32,32,128,396,3828
5156,Not Fit,11,64,48,32,32,64,204,1972
5756,Not Fit,5,64,48,32,32,256,780,7540
5757,Not Fit,8,64,48,32,32,128,396,3828
5758,Not Fit,11,64,48,32,32,64,204,1972
14746,Not Fit,5,64,48,32,32,256,780,7540
14747,Not Fit,8,64,48,32,32,128,396,3828
14748,Not Fit,11,64,48,32,32,64,204,1972
9293,Not Fit,5,64,48,32,32,256,780,7540
9294,Not Fit,8,64,48,32,32,128,396,3828
9295,Not Fit,11,64,48,32,32,64,204,1972
11403,Not Fit,5,64,48,32,32,256,780,7540
11404,Not Fit,8,64,48,32,32,128,396,3828
11405,Not Fit,11,64,48,32,32,64,204,1972
40956,Not Fit,5,64,48,32,32,256,780,7540
40957,Not Fit,8,64,48,32,32,128,396,3828
40958,Not Fit,11,64,48,32,32,64,204,1972
24049,Not Fit,5,64,48,32,32,256,780,7540
24050,Not Fit,8,64,48,32,32,128,396,3828
24051,Not Fit,11,64,48,32,32,64,204,1972
40761,Not Fit,5,64,48,32,32,256,780,7540
40762,Not Fit,8,64,48,32,32,128,396,3828
40763,Not Fit,11,64,48,32,32,64,204,1972
43988,Not Fit,5,64,48,32,32,256,780,7540
43989,Not Fit,8,64,48,32,32,128,396,3828
43990,Not Fit,11,64,48,32,32,64,204,1972
47177,Not Fit,5,64,48,32,32,512,1548,14964
47178,Not Fit,8,64,48,32,32,256,780,7540
47179,Not Fit,11,64,48,32,32,128,396,3828
28746,Not Fit,5,64,48,32,32,512,1548,14964
28747,Not Fit,8,64,48,32,32,256,780,7540
28748,Not Fit,11,64,48,32,32,128,396,3828
17068,Not Fit,5,64,48,32,32,512,1548,14964
17069,Not Fit,8,64,48,32,32,256,780,7540
17070,Not Fit,11,64,48,32,32,128,396,3828
17568,Not Fit,5,64,48,32,32,512,1548,14964
17569,Not Fit,8,64,48,32,32,256,780,7540
17570,Not Fit,11,64,48,32,32,128,396,3828
4533,Not Fit,5,64,48,32,32,512,1548,14964
4534,Not Fit,8,64,48,32,32,256,780,7540
4535,Not Fit,11,64,48,32,32,128,396,3828
7854,Not Fit,5,64,48,32,32,512,1548,14964
7855,Not Fit,8,64,48,32,32,256,780,7540
7856,Not Fit,11,64,48,32,32,128,396,3828
37892,Not Fit,5,64,48,32,32,512,1548,14964
37893,Not Fit,8,64,48,32,32,256,780,7540
37894,Not Fit,11,64,48,32,32,128,396,3828
42837,Not Fit,5,64,48,32,32,512,1548,14964
42838,Not Fit,8,64,48,32,32,256,780,7540
42839,Not Fit,11,64,48,32,32,128,396,3828
25980,Not Fit,5,64,48,32,32,512,1548,14964
25981,Not Fit,8,64,48,32,32,256,780,7540
25982,Not Fit,11,64,48,32,32,128,396,3828
22285,Not Fit,5,64,48,32,32,512,1548,14964
22286,Not Fit,8,64,48,32,32,256,780,7540
22287,Not Fit,11,64,48,32,32,128,396,3828
9202,Not Fit,5,64,48,32,32,512,1548,14964
9203,Not Fit,8,64,48,32,32,256,780,7540
9204,Not Fit,11,64,48,32,32,128,396,3828
12860,Not Fit,5,64,48,32,32,512,1548,14964
12861,Not Fit,8,64,48,32,32,256,780,7540
12862,Not Fit,11,64,48,32,32,128,396,3828
8623,Not Fit,5,64,48,32,32,512,1548,14964
8624,Not Fit,8,64,48,32,32,256,780,7540
8625,Not Fit,11,64,48,32,32,128,396,3828
31297,Not Fit,5,64,48,32,32,512,1548,14964
31298,Not Fit,8,64,48,32,32,256,780,7540
31299,Not Fit,11,64,48,32,32,128,396,3828
20604,Not Fit,5,64,48,32,32,512,1548,14964
20605,Not Fit,8,64,48,32,32,256,780,7540
20606,Not Fit,11,64,48,32,32,128,396,3828
19981,Fit,5,64,48,32,32,512,1548,14964
19982,Fit,8,64,48,32,32,256,780,7540
19983,Fit,11,64,48,32,32,128,396,3828
2431,Not Fit,5,64,48,32,32,512,1548,14964
2432,Not Fit,8,64,48,32,32,256,780,7540
2433,Not Fit,11,64,48,32,32,128,396,3828
17747,Not Fit,5,64,48,32,32,512,1548,14964
17748,Not Fit,8,64,48,32,32,256,780,7540
17749,Not Fit,11,64,48,32,32,128,396,3828
3145,Not Fit,5,64,48,32,32,512,1548,14964
3146,Not Fit,8,64,48,32,32,256,780,7540
3147,Not Fit,11,64,48,32,32,128,396,3828
28122,Not Fit,5,64,48,32,32,512,1548,14964
28123,Not Fit,8,64,48,32,32,256,780,7540
28124,Not Fit,11,64,48,32,32,128,396,3828
27968,Not Fit,5,64,48,32,32,512,1548,14964
27969,Not Fit,8,64,48,32,32,256,780,7540
27970,Not Fit,11,64,48,32,32,128,396,3828
32062,Not Fit,5,64,48,32,32,512,1548,14964
32063,Not Fit,8,64,48,32,32,256,780,7540
32064,Not Fit,11,64,48,32,32,128,396,3828
19092,Not Fit,5,64,48,32,32,512,1548,14964
19093,Not Fit,8,64,48,32,32,256,780,7540
19094,Not Fit,11,64,48,32,32,128,396,3828
19677,Not Fit,5,64,48,32,32,512,1548,14964
19678,Not Fit,8,64,48,32,32,256,780,7540
19679,Not Fit,11,64,48,32,32,128,396,3828
44288,Fit,5,64,48,32,32,512,1548,14964
44289,Fit,8,64,48,32,32,256,780,7540
44290,Fit,11,64,48,32,32,128,396,3828
23880,Not Fit,5,64,48,32,32,512,1548,14964
23881,Not Fit,8,64,48,32,32,256,780,7540
23882,Not Fit,11,64,48,32,32,128,396,3828
11083,Not Fit,5,64,48,32,32,512,1548,14964
11084,Not Fit,8,64,48,32,32,256,780,7540
11085,Not Fit,11,64,48,32,32,128,396,3828
10824,Not Fit,5,64,48,32,32,512,1548,14964
10825,Not Fit,8,64,48,32,32,256,780,7540
10826,Not Fit,11,64,48,32,32,128,396,3828
9573,Not Fit,5,64,48,32,32,512,1548,14964
9574,Not Fit,8,64,48,32,32,256,780,7540
9575,Not Fit,11,64,48,32,32,128,396,3828
45988,Not Fit,5,64,48,32,32,512,1548,14964
45989,Not Fit,8,64,48,32,32,256,780,7540
45990,Not Fit,11,64,48,32,32,128,396,3828
31471,Not Fit,5,64,48,32,32,512,1548,14964
31472,Not Fit,8,64,48,32,32,256,780,7540
31473,Not Fit,11,64,48,32,32,128,396,3828
19958,Not Fit,5,64,48,32,32,512,1548,14964
19959,Not Fit,8,64,48,32,32,256,780,7540
19960,Not Fit,11,64,48,32,32,128,396,3828
20627,Not Fit,5,64,48,32,32,512,1548,14964
20628,Not Fit,8,64,48,32,32,256,780,7540
20629,Not Fit,11,64,48,32,32,128,396,3828
1839,Not Fit,5,64,48,32,32,512,1548,14964
1840,Not Fit,8,64,48,32,32,256,780,7540
1841,Not Fit,11,64,48,32,32,128,396,3828
18329,Not Fit,5,64,48,32,32,512,1548,14964
18330,Not Fit,8,64,48,32,32,256,780,7540
18331,Not Fit,11,64,48,32,32,128,396,3828
3819,Not Fit,5,64,48,32,32,512,1548,14964
3820,Not Fit,8,64,48,32,32,256,780,7540
3821,Not Fit,11,64,48,32,32,128,396,3828
27426,Not Fit,5,64,48,32,32,512,1548,14964
27427,Not Fit,8,64,48,32,32,256,780,7540
27428,Not Fit,11,64,48,32,32,128,396,3828
27191,Not Fit,5,64,48,32,32,512,1548,14964
27192,Not Fit,8,64,48,32,32,256,780,7540
27193,Not Fit,11,64,48,32,32,128,396,3828
43929,Not Fit,2,128,48,16,1,128,780,7540
4392,Not Fit,2,128,48,16,1,256,1548,14964
48669,Not Fit,2,128,48,16,1,512,3084,29812
47207,Fit,5,128,96,16,16,128,396,6996
47208,Fit,8,128,96,16,16,64,204,3604
47209,Fit,11,128,96,16,16,32,108,1908
24094,Fit,5,128,96,16,16,128,396,6996
24093,Fit,8,128,96,16,16,64,204,3604
24095,Fit,11,128,96,16,16,32,108,1908
34983,Fit,5,128,96,16,16,128,396,6996
34982,Fit,8,128,96,16,16,64,204,3604
34984,Fit,11,128,96,16,16,32,108,1908
24720,Fit,5,128,96,16,16,128,396,6996
24719,Fit,8,128,96,16,16,64,204,3604
24721,Fit,11,128,96,16,16,32,108,1908
15480,Fit,5,128,96,16,16,128,396,6996
15479,Fit,8,128,96,16,16,64,204,3604
15481,Fit,11,128,96,16,16,32,108,1908
4926,Fit,5,128,96,16,16,128,396,6996
4927,Fit,8,128,96,16,16,64,204,3604
4928,Fit,11,128,96,16,16,32,108,1908
10678,Fit,5,128,96,16,16,128,396,6996
10679,Fit,8,128,96,16,16,64,204,3604
10680,Fit,11,128,96,16,16,32,108,1908
2782,Fit,5,128,96,16,16,128,396,6996
2783,Fit,8,128,96,16,16,64,204,3604
2784,Fit,11,128,96,16,16,32,108,1908
13518,Fit,5,128,96,16,16,128,396,6996
13519,Fit,8,128,96,16,16,64,204,3604
13520,Fit,11,128,96,16,16,32,108,1908
2149,Fit,5,128,96,16,16,128,396,6996
2150,Fit,8,128,96,16,16,64,204,3604
2151,Fit,11,128,96,16,16,32,108,1908
32920,Fit,5,128,96,16,16,128,396,6996
32919,Fit,8,128,96,16,16,64,204,3604
32921,Fit,11,128,96,16,16,32,108,1908
21896,Fit,5,128,96,16,16,128,396,6996
21897,Fit,8,128,96,16,16,64,204,3604
21898,Fit,11,128,96,16,16,32,108,1908
37650,Fit,5,128,96,16,16,128,396,6996
37652,Fit,8,128,96,16,16,64,204,3604
37651,Fit,11,128,96,16,16,32,108,1908
19794,Fit,5,128,96,16,16,128,396,6996
19793,Fit,8,128,96,16,16,64,204,3604
19795,Fit,11,128,96,16,16,32,108,1908
9096,Fit,5,128,96,16,16,128,396,6996
9097,Fit,8,128,96,16,16,64,204,3604
9098,Fit,11,128,96,16,16,32,108,1908
17727,Fit,5,128,96,16,16,128,396,6996
17729,Fit,8,128,96,16,16,64,204,3604
17728,Fit,11,128,96,16,16,32,108,1908
45300,Fit,5,128,96,16,16,128,396,6996
45302,Fit,8,128,96,16,16,64,204,3604
45301,Fit,11,128,96,16,16,32,108,1908
29591,Fit,5,128,96,16,16,128,396,6996
29592,Fit,8,128,96,16,16,64,204,3604
29593,Fit,11,128,96,16,16,32,108,1908
30278,Fit,5,128,96,16,16,128,396,6996
30277,Fit,8,128,96,16,16,64,204,3604
30279,Fit,11,128,96,16,16,32,108,1908
14060,Fit,5,128,96,16,16,128,396,6996
14061,Fit,8,128,96,16,16,64,204,3604
14062,Fit,11,128,96,16,16,32,108,1908
2762,Fit,5,128,96,16,16,128,396,6996
2763,Fit,8,128,96,16,16,64,204,3604
2764,Fit,11,128,96,16,16,32,108,1908
13316,Fit,5,128,96,16,16,128,396,6996
13315,Fit,8,128,96,16,16,64,204,3604
13317,Fit,11,128,96,16,16,32,108,1908
47735,Fit,5,128,96,16,16,128,396,6996
47736,Fit,8,128,96,16,16,64,204,3604
47737,Fit,11,128,96,16,16,32,108,1908
8844,Fit,5,128,96,16,16,128,396,6996
8843,Fit,8,128,96,16,16,64,204,3604
8845,Fit,11,128,96,16,16,32,108,1908
20571,Fit,5,128,96,16,16,128,396,6996
20572,Fit,8,128,96,16,16,64,204,3604
20573,Fit,11,128,96,16,16,32,108,1908
6802,Not Fit,5,128,96,16,16,128,396,6996
6803,Not Fit,8,128,96,16,16,64,204,3604
6804,Not Fit,11,128,96,16,16,32,108,1908
38502,Fit,5,128,96,16,16,128,396,6996
38501,Fit,8,128,96,16,16,64,204,3604
38503,Fit,11,128,96,16,16,32,108,1908
28193,Fit,5,128,96,16,16,128,396,6996
28194,Fit,8,128,96,16,16,64,204,3604
28195,Fit,11,128,96,16,16,32,108,1908
41311,Not Fit,5,128,96,16,16,128,396,6996
41313,Not Fit,8,128,96,16,16,64,204,3604
41312,Not Fit,11,128,96,16,16,32,108,1908
3985,Fit,5,128,96,16,16,128,396,6996
3987,Fit,8,128,96,16,16,64,204,3604
3986,Fit,11,128,96,16,16,32,108,1908
15231,Fit,5,128,96,16,16,128,396,6996
15232,Fit,8,128,96,16,16,64,204,3604
15233,Fit,11,128,96,16,16,32,108,1908
742,Fit,5,128,96,16,16,128,396,6996
741,Fit,8,128,96,16,16,64,204,3604
743,Fit,11,128,96,16,16,32,108,1908
33900,Fit,5,128,96,16,16,128,396,6996
33901,Fit,8,128,96,16,16,64,204,3604
33902,Fit,11,128,96,16,16,32,108,1908
23737,Fit,5,128,96,16,16,128,396,6996
23739,Fit,8,128,96,16,16,64,204,3604
23738,Fit,11,128,96,16,16,32,108,1908
36242,Fit,5,128,96,16,16,128,396,6996
36244,Fit,8,128,96,16,16,64,204,3604
36243,Fit,11,128,96,16,16,32,108,1908
10856,Fit,5,128,96,16,16,128,396,6996
10855,Fit,8,128,96,16,16,64,204,3604
10857,Fit,11,128,96,16,16,32,108,1908
614,Fit,5,128,96,16,16,128,396,6996
615,Fit,8,128,96,16,16,64,204,3604
616,Fit,11,128,96,16,16,32,108,1908
15706,Fit,5,128,96,16,16,128,396,6996
15707,Fit,8,128,96,16,16,64,204,3604
15708,Fit,11,128,96,16,16,32,108,1908
24540,Fit,5,128,96,16,16,128,396,6996
24539,Fit,8,128,96,16,16,64,204,3604
24541,Fit,11,128,96,16,16,32,108,1908
35543,Fit,5,128,96,16,16,128,396,6996
35545,Fit,8,128,96,16,16,64,204,3604
35544,Fit,11,128,96,16,16,32,108,1908
23971,Not Fit,5,128,96,16,16,128,396,6996
23970,Not Fit,8,128,96,16,16,64,204,3604
23972,Not Fit,11,128,96,16,16,32,108,1908
6418,Not Fit,5,128,96,16,16,128,396,6996
6420,Not Fit,8,128,96,16,16,64,204,3604
6419,Not Fit,11,128,96,16,16,32,108,1908
17260,Not Fit,5,128,96,16,16,128,396,6996
17261,Not Fit,8,128,96,16,16,64,204,3604
17262,Not Fit,11,128,96,16,16,32,108,1908
9725,Not Fit,5,128,96,16,16,128,396,6996
9726,Not Fit,8,128,96,16,16,64,204,3604
9727,Not Fit,11,128,96,16,16,32,108,1908
43524,Not Fit,5,128,96,16,16,128,396,6996
43523,Not Fit,8,128,96,16,16,64,204,3604
43525,Not Fit,11,128,96,16,16,32,108,1908
48923,Not Fit,5,128,96,16,16,128,396,6996
48924,Not Fit,8,128,96,16,16,64,204,3604
48925,Not Fit,11,128,96,16,16,32,108,1908
43921,Not Fit,5,128,96,16,16,128,396,6996
43923,Not Fit,8,128,96,16,16,64,204,3604
43922,Not Fit,11,128,96,16,16,32,108,1908
15991,Fit,5,128,96,16,16,256,780,13780
15992,Fit,8,128,96,16,16,128,396,6996
15993,Fit,11,128,96,16,16,64,204,3604
4607,Fit,5,128,96,16,16,256,780,13780
4608,Fit,8,128,96,16,16,128,396,6996
4609,Fit,11,128,96,16,16,64,204,3604
11107,Fit,5,128,96,16,16,256,780,13780
11108,Fit,8,128,96,16,16,128,396,6996
11109,Fit,11,128,96,16,16,64,204,3604
47511,Fit,5,128,96,16,16,256,780,13780
47512,Fit,8,128,96,16,16,128,396,6996
47513,Fit,11,128,96,16,16,64,204,3604
38005,Fit,5,128,96,16,16,256,780,13780
38006,Fit,8,128,96,16,16,128,396,6996
38007,Fit,11,128,96,16,16,64,204,3604
27073,Fit,5,128,96,16,16,256,780,13780
27075,Fit,8,128,96,16,16,128,396,6996
27074,Fit,11,128,96,16,16,64,204,3604
41702,Fit,5,128,96,16,16,256,780,13780
41701,Fit,8,128,96,16,16,128,396,6996
41703,Fit,11,128,96,16,16,64,204,3604
42547,Fit,5,128,96,16,16,256,780,13780
42549,Fit,8,128,96,16,16,128,396,6996
42548,Fit,11,128,96,16,16,64,204,3604
47991,Fit,5,128,96,16,16,256,780,13780
47993,Fit,8,128,96,16,16,128,396,6996
47992,Fit,11,128,96,16,16,64,204,3604
22515,Fit,5,128,96,16,16,256,780,13780
22516,Fit,8,128,96,16,16,128,396,6996
22517,Fit,11,128,96,16,16,64,204,3604
33338,Fit,5,128,96,16,16,256,780,13780
33339,Fit,8,128,96,16,16,128,396,6996
33340,Fit,11,128,96,16,16,64,204,3604
25773,Fit,5,128,96,16,16,256,780,13780
25772,Fit,8,128,96,16,16,128,396,6996
25774,Fit,11,128,96,16,16,64,204,3604
14356,Fit,5,128,96,16,16,256,780,13780
14357,Fit,8,128,96,16,16,128,396,6996
14358,Fit,11,128,96,16,16,64,204,3604
3723,Fit,5,128,96,16,16,256,780,13780
3724,Fit,8,128,96,16,16,128,396,6996
3725,Fit,11,128,96,16,16,64,204,3604
12533,Fit,5,128,96,16,16,256,780,13780
12534,Fit,8,128,96,16,16,128,396,6996
12535,Fit,11,128,96,16,16,64,204,3604
21206,Fit,5,128,96,16,16,256,780,13780
21207,Fit,8,128,96,16,16,128,396,6996
21208,Fit,11,128,96,16,16,64,204,3604
10404,Fit,5,128,96,16,16,256,780,13780
10405,Fit,8,128,96,16,16,128,396,6996
10406,Fit,11,128,96,16,16,64,204,3604
16268,Fit,5,128,96,16,16,256,780,13780
16269,Fit,8,128,96,16,16,128,396,6996
16270,Fit,11,128,96,16,16,64,204,3604
29385,Fit,5,128,96,16,16,256,780,13780
29386,Fit,8,128,96,16,16,128,396,6996
29387,Fit,11,128,96,16,16,64,204,3604
39880,Fit,5,128,96,16,16,256,780,13780
39881,Fit,8,128,96,16,16,128,396,6996
39882,Fit,11,128,96,16,16,64,204,3604
29995,Fit,5,128,96,16,16,256,780,13780
29994,Fit,8,128,96,16,16,128,396,6996
29996,Fit,11,128,96,16,16,64,204,3604
45104,Fit,5,128,96,16,16,256,780,13780
45103,Fit,8,128,96,16,16,128,396,6996
45105,Fit,11,128,96,16,16,64,204,3604
27638,Fit,5,128,96,16,16,256,780,13780
27639,Fit,8,128,96,16,16,128,396,6996
27640,Fit,11,128,96,16,16,64,204,3604
37938,Fit,5,128,96,16,16,256,780,13780
37937,Fit,8,128,96,16,16,128,396,6996
37939,Fit,11,128,96,16,16,64,204,3604
32176,Fit,5,128,96,16,16,256,780,13780
32177,Fit,8,128,96,16,16,128,396,6996
32178,Fit,11,128,96,16,16,64,204,3604
19482,Fit,5,128,96,16,16,256,780,13780
19483,Fit,8,128,96,16,16,128,396,6996
19484,Fit,11,128,96,16,16,64,204,3604
7934,Fit,5,128,96,16,16,256,780,13780
7935,Fit,8,128,96,16,16,128,396,6996
7936,Fit,11,128,96,16,16,64,204,3604
18709,Not Fit,5,128,96,16,16,256,780,13780
18710,Not Fit,8,128,96,16,16,128,396,6996
18711,Not Fit,11,128,96,16,16,64,204,3604
33173,Fit,5,128,96,16,16,256,780,13780
33174,Fit,8,128,96,16,16,128,396,6996
33175,Fit,11,128,96,16,16,64,204,3604
23157,Fit,5,128,96,16,16,256,780,13780
23158,Fit,8,128,96,16,16,128,396,6996
23159,Fit,11,128,96,16,16,64,204,3604
36941,Not Fit,5,128,96,16,16,256,780,13780
36942,Not Fit,8,128,96,16,16,128,396,6996
36943,Not Fit,11,128,96,16,16,64,204,3604
48238,Fit,5,128,96,16,16,256,780,13780
48239,Fit,8,128,96,16,16,128,396,6996
48240,Fit,11,128,96,16,16,64,204,3604
34103,Fit,5,128,96,16,16,256,780,13780
34104,Fit,8,128,96,16,16,128,396,6996
34105,Fit,11,128,96,16,16,64,204,3604
23486,Fit,5,128,96,16,16,256,780,13780
23487,Fit,8,128,96,16,16,128,396,6996
23488,Fit,11,128,96,16,16,64,204,3604
36597,Fit,5,128,96,16,16,256,780,13780
36598,Fit,8,128,96,16,16,128,396,6996
36599,Fit,11,128,96,16,16,64,204,3604
29859,Fit,5,128,96,16,16,256,780,13780
29861,Fit,8,128,96,16,16,128,396,6996
29860,Fit,11,128,96,16,16,64,204,3604
40546,Fit,5,128,96,16,16,256,780,13780
40547,Fit,8,128,96,16,16,128,396,6996
40548,Fit,11,128,96,16,16,64,204,3604
29200,Fit,5,128,96,16,16,256,780,13780
29201,Fit,8,128,96,16,16,128,396,6996
29202,Fit,11,128,96,16,16,64,204,3604
43207,Fit,5,128,96,16,16,256,780,13780
43208,Fit,8,128,96,16,16,128,396,6996
43209,Fit,11,128,96,16,16,64,204,3604
36574,Not Fit,5,128,96,16,16,256,780,13780
36573,Not Fit,8,128,96,16,16,128,396,6996
36575,Not Fit,11,128,96,16,16,64,204,3604
25341,Not Fit,5,128,96,16,16,256,780,13780
25342,Not Fit,8,128,96,16,16,128,396,6996
25343,Not Fit,11,128,96,16,16,64,204,3604
34126,Not Fit,5,128,96,16,16,256,780,13780
34127,Not Fit,8,128,96,16,16,128,396,6996
34128,Not Fit,11,128,96,16,16,64,204,3604
1064,Not Fit,5,128,96,16,16,256,780,13780
1066,Not Fit,8,128,96,16,16,128,396,6996
1065,Not Fit,11,128,96,16,16,64,204,3604
11428,Not Fit,5,128,96,16,16,256,780,13780
11429,Not Fit,8,128,96,16,16,128,396,6996
11430,Not Fit,11,128,96,16,16,64,204,3604
4384,Not Fit,5,128,96,16,16,256,780,13780
4385,Not Fit,8,128,96,16,16,128,396,6996
4386,Not Fit,11,128,96,16,16,64,204,3604
1569,Fit,5,128,96,16,16,512,1548,27348
1570,Fit,8,128,96,16,16,256,780,13780
1571,Fit,11,128,96,16,16,128,396,6996
12299,Fit,5,128,96,16,16,512,1548,27348
12300,Fit,8,128,96,16,16,256,780,13780
12301,Fit,11,128,96,16,16,128,396,6996
3574,Fit,5,128,96,16,16,512,1548,27348
3576,Fit,8,128,96,16,16,256,780,13780
3575,Fit,11,128,96,16,16,128,396,6996
45737,Fit,5,128,96,16,16,512,1548,27348
45738,Fit,8,128,96,16,16,256,780,13780
45739,Fit,11,128,96,16,16,128,396,6996
48052,Fit,5,128,96,16,16,512,1548,27348
48054,Fit,8,128,96,16,16,256,780,13780
48053,Fit,11,128,96,16,16,128,396,6996
14501,Fit,5,128,96,16,16,512,1548,27348
14502,Fit,8,128,96,16,16,256,780,13780
14503,Fit,11,128,96,16,16,128,396,6996
3261,Fit,5,128,96,16,16,512,1548,27348
3262,Fit,8,128,96,16,16,256,780,13780
3263,Fit,11,128,96,16,16,128,396,6996
12612,Fit,5,128,96,16,16,512,1548,27348
12613,Fit,8,128,96,16,16,256,780,13780
12614,Fit,11,128,96,16,16,128,396,6996
23130,Fit,5,128,96,16,16,512,1548,27348
23132,Fit,8,128,96,16,16,256,780,13780
23131,Fit,11,128,96,16,16,128,396,6996
33218,Fit,5,128,96,16,16,512,1548,27348
33219,Fit,8,128,96,16,16,256,780,13780
33220,Fit,11,128,96,16,16,128,396,6996
26258,Fit,5,128,96,16,16,512,1548,27348
26260,Fit,8,128,96,16,16,256,780,13780
26259,Fit,11,128,96,16,16,128,396,6996
7957,Fit,5,128,96,16,16,512,1548,27348
7958,Fit,8,128,96,16,16,256,780,13780
7959,Fit,11,128,96,16,16,128,396,6996
19461,Fit,5,128,96,16,16,512,1548,27348
19463,Fit,8,128,96,16,16,256,780,13780
19462,Fit,11,128,96,16,16,128,396,6996
7251,Fit,5,128,96,16,16,512,1548,27348
7252,Fit,8,128,96,16,16,256,780,13780
7253,Fit,11,128,96,16,16,128,396,6996
45076,Fit,5,128,96,16,16,512,1548,27348
45077,Fit,8,128,96,16,16,256,780,13780
45078,Fit,11,128,96,16,16,128,396,6996
43056,Fit,5,128,96,16,16,512,1548,27348
43057,Fit,8,128,96,16,16,256,780,13780
43058,Fit,11,128,96,16,16,128,396,6996
6653,Fit,5,128,96,16,16,512,1548,27348
6654,Fit,8,128,96,16,16,256,780,13780
6655,Fit,11,128,96,16,16,128,396,6996
18000,Fit,5,128,96,16,16,512,1548,27348
18001,Fit,8,128,96,16,16,256,780,13780
18002,Fit,11,128,96,16,16,128,396,6996
8672,Fit,5,128,96,16,16,512,1548,27348
8673,Fit,8,128,96,16,16,256,780,13780
8674,Fit,11,128,96,16,16,128,396,6996
31620,Fit,5,128,96,16,16,512,1548,27348
31621,Fit,8,128,96,16,16,256,780,13780
31622,Fit,11,128,96,16,16,128,396,6996
3747,Fit,5,128,96,16,16,512,1548,27348
3749,Fit,8,128,96,16,16,256,780,13780
3748,Fit,11,128,96,16,16,128,396,6996
14336,Fit,5,128,96,16,16,512,1548,27348
14337,Fit,8,128,96,16,16,256,780,13780
14338,Fit,11,128,96,16,16,128,396,6996
1727,Fit,5,128,96,16,16,512,1548,27348
1729,Fit,8,128,96,16,16,256,780,13780
1728,Fit,11,128,96,16,16,128,396,6996
47965,Fit,5,128,96,16,16,512,1548,27348
47967,Fit,8,128,96,16,16,256,780,13780
47966,Fit,11,128,96,16,16,128,396,6996
19131,Not Fit,5,128,96,16,16,512,1548,27348
19132,Not Fit,8,128,96,16,16,256,780,13780
19133,Not Fit,11,128,96,16,16,128,396,6996
8510,Not Fit,5,128,96,16,16,512,1548,27348
8511,Not Fit,8,128,96,16,16,256,780,13780
8512,Not Fit,11,128,96,16,16,128,396,6996
18510,Not Fit,5,128,96,16,16,512,1548,27348
18511,Not Fit,8,128,96,16,16,256,780,13780
18512,Not Fit,11,128,96,16,16,128,396,6996
27047,Not Fit,5,128,96,16,16,512,1548,27348
27048,Not Fit,8,128,96,16,16,256,780,13780
27049,Not Fit,11,128,96,16,16,128,396,6996
38029,Not Fit,5,128,96,16,16,512,1548,27348
38030,Not Fit,8,128,96,16,16,256,780,13780
38031,Not Fit,11,128,96,16,16,128,396,6996
26829,Fit,5,128,96,16,16,512,1548,27348
26830,Fit,8,128,96,16,16,256,780,13780
26831,Fit,11,128,96,16,16,128,396,6996
22340,Fit,5,128,96,16,16,512,1548,27348
22341,Fit,8,128,96,16,16,256,780,13780
22342,Fit,11,128,96,16,16,128,396,6996
846,Fit,5,128,96,16,16,512,1548,27348
847,Fit,8,128,96,16,16,256,780,13780
848,Fit,11,128,96,16,16,128,396,6996
12113,Fit,5,128,96,16,16,512,1548,27348
12114,Fit,8,128,96,16,16,256,780,13780
12115,Fit,11,128,96,16,16,128,396,6996
4114,Not Fit,5,128,96,16,16,512,1548,27348
4115,Not Fit,8,128,96,16,16,256,780,13780
4116,Not Fit,11,128,96,16,16,128,396,6996
36019,Fit,5,128,96,16,16,512,1548,27348
36020,Fit,8,128,96,16,16,256,780,13780
36021,Fit,11,128,96,16,16,128,396,6996
25442,Not Fit,5,128,96,16,16,512,1548,27348
25443,Not Fit,8,128,96,16,16,256,780,13780
25444,Not Fit,11,128,96,16,16,128,396,6996
